Contig_ID	Bin_ID	2-1-2.raw_fold	2-8-2.raw_fold	2-9-2.raw_fold	2-10-2.raw_fold	2-12-2.raw_fold
k127_3839115	metabat.167	0.5758	4.6175	4.2609	5.1737	1.6057
k127_3855339	metabat.167	0.3855	4.373	4.2463	4.9374	0.7747
k127_3912612	metabat.167	1.0864	11.0668	8.6475	7.7562	6.0029
k127_3915374	metabat.167	0.5384	5.9158	5.7127	6.5958	1.6088
k127_3930193	metabat.167	0.3776	5.7862	5.0005	8.2495	1.1737
k127_3971837	metabat.167	1.6642	7.4273	16.0137	7.8943	7.2772
k127_3976696	metabat.167	0.405	4.941	4.5878	6.3227	1.7499
k127_4011483	metabat.167	0.3923	6.0043	5.8217	5.3365	1.704
k127_4036740	metabat.167	0.6914	6.4834	5.6902	6.7367	1.7467
k127_4051029	metabat.167	0.8121	5.9015	5.1455	6.5223	1.5965
k127_4054979	metabat.167	0.7295	6.438	6.4546	7.138	1.9166
k127_4062959	metabat.167	1.2996	6.5748	5.6327	7.7021	2.2817
k127_4064176	metabat.167	0.1098	5.0375	4.6802	6.8543	0.6686
k127_4065317	metabat.167	0.3365	3.5659	3.7586	5.5851	0.5232
k127_4069238	metabat.167	4.5589	23.1203	20.6846	18.7683	16.4825
k127_4084745	metabat.167	0.3986	5.5659	5.929	6.5329	1.0319
k127_4102207	metabat.167	0.7203	5.2087	7.2126	6.9969	2.1351
k127_4102281	metabat.167	0.323	6.5949	6.9708	7.8981	1.5497
k127_4104721	metabat.167	0.2438	5.7768	5.4996	7.0213	1.3543
k127_4113006	metabat.167	0.7249	6.1363	5.9733	7.944	2.5755
k127_4115756	metabat.167	0.5083	5.7952	6.0809	7.1688	1.6552
k127_4171287	metabat.167	0.7312	6.2087	6.0416	6.8879	1.6749
k127_4196441	metabat.167	0.3716	5.494	5.3204	6.5648	1.0224
k127_4207538	metabat.167	0.5584	6.4025	5.373	7.9985	1.9098
k127_4226482	metabat.167	0.1508	6.0044	3.6105	6.7278	0.829
k127_4250355	metabat.167	0.0877	5.0368	4.1621	7.4589	1.4155
k127_4259454	metabat.167	0.578	7.4566	6.3091	7.5383	1.8451
k127_4260220	metabat.167	0.4295	6.4118	5.2945	6.3186	1.1354
k127_4262190	metabat.167	1.6264	7.4985	8.6794	7.8213	2.3236
k127_4268828	metabat.167	0.4064	5.345	5.3939	6.8911	1.0501
k127_4312256	metabat.167	0.4074	5.7988	4.808	7.1007	1.1352
k127_4312790	metabat.167	0.1823	4.0064	3.8142	6.7718	1.7188
k127_4317363	metabat.167	1.4207	9.0962	7.9611	10.7113	7.0276
k127_4327718	metabat.167	0.8776	7.5401	6.1659	7.8506	2.295
k127_4351720	metabat.167	1.1235	9.1677	7.3256	10.094	2.8343
k127_4359672	metabat.167	0.6998	5.8605	5.8429	7.3376	1.6679
k127_4366203	metabat.167	1.2977	6.5279	6.3563	8.4539	2.4048
k127_4415878	metabat.167	3.5154	12.6415	11.6503	12.4565	8.4506
k127_4433409	metabat.167	2.1128	7.1597	9.1305	10.1501	2.4033
k127_4453576	metabat.167	1.5143	6.9637	6.0843	11.2665	2.8919
k127_4469787	metabat.167	0.8714	7.0688	7.0606	9.0407	2.8389
k127_4478179	metabat.167	0.6732	6.5769	5.5878	7.5516	2.3698
k127_4504345	metabat.167	1.8702	10.0097	9.8982	15.5238	6.7097
k127_4506148	metabat.167	0.4401	6.2409	6.6097	7.6829	2.405
k127_4516059	metabat.167	1.9287	4.4797	6.3671	4.1218	4.5434
k127_4524042	metabat.167	0.9438	6.9744	6.4344	7.6771	2.5744
k127_4570132	metabat.167	2.5569	17.4555	17.589	12.3797	14.7019
k127_4582366	metabat.167	0.3423	5.2599	4.3255	5.7054	1.7201
k127_4588472	metabat.167	2.1803	2.8909	6.3351	6.6334	5.1585
k127_4593003	metabat.167	0.3584	4.8486	4.2268	7.0367	1.1154
k127_4603155	metabat.167	0.4411	6.5332	7.1995	10.8599	3.1548
k127_4628031	metabat.167	1.4424	7.63	7.0367	7.2653	3.9816
k127_4643836	metabat.167	0.6109	6.291	4.9175	7.2768	1.4289
k127_4654364	metabat.167	1.6905	12.0494	12.1086	12.1701	8.6509
k127_4693089	metabat.167	0.5209	6.9129	6.1139	7.6899	2.0293
k127_4703669	metabat.167	0.0	5.069	18.7064	0.561	0.4735
k127_4708065	metabat.167	0.3191	5.7197	5.3423	6.8924	1.1574
k127_4725372	metabat.167	0.3902	5.0362	5.4275	6.4114	1.1198
k127_4749589	metabat.167	0.2069	5.9782	4.9483	6.5013	1.2961
k127_4818150	metabat.167	0.6611	6.5248	6.7681	9.8559	1.8568
k127_4837317	metabat.167	0.3281	5.464	4.7227	6.6177	1.1536
k127_4854315	metabat.167	0.3573	5.6745	4.8408	7.4261	1.6932
k127_4855440	metabat.167	0.3832	5.3892	5.2282	7.1461	0.9371
k127_4881651	metabat.167	1.4992	5.8488	8.047	9.0924	3.6573
k127_4910432	metabat.167	0.2268	5.9725	5.6327	7.709	1.81
k127_4910469	metabat.167	0.6255	5.7671	5.9005	7.35	1.758
k127_4929785	metabat.167	0.764	8.3173	5.6502	9.8706	3.2509
k127_4931336	metabat.167	0.3988	4.3487	4.5552	14.9458	0.8001
k127_4937360	metabat.167	0.2823	4.1303	3.7758	5.1661	3.5145
k127_4969795	metabat.167	1.5192	8.8354	8.0145	9.1384	3.6594
k127_4970042	metabat.167	0.1948	5.6623	4.7531	6.7152	1.1513
k127_4972997	metabat.167	1.4087	8.8219	5.5449	7.6451	3.6945
k127_4984832	metabat.167	0.484	3.4871	4.7346	5.4441	1.4024
k127_4991203	metabat.167	1.1731	8.9871	6.8402	7.4689	2.3743
k127_4992502	metabat.167	3.6992	12.219	15.1602	14.9477	10.9984
k127_5028625	metabat.167	0.8208	7.9491	5.0444	6.5846	2.7019
k127_5036548	metabat.167	0.0946	5.8627	7.0613	4.9398	1.5816
k127_5040195	metabat.167	2.1722	9.8542	8.8793	9.9551	4.7972
k127_5046587	metabat.167	2.713	8.2843	8.2724	8.9105	4.5771
k127_5066298	metabat.167	0.0725	5.4398	4.9039	8.9447	1.3341
k127_5074077	metabat.167	1.3987	7.9893	7.0272	8.4547	2.933
k127_5091060	metabat.167	3.5268	9.1769	1.9285	3.8393	5.7862
k127_5092067	metabat.167	0.1349	6.7204	5.9352	8.8447	1.4429
k127_5096871	metabat.167	1.0594	2.5354	5.8521	9.5317	3.3801
k127_5099394	metabat.167	0.0969	4.1835	5.7793	5.6588	0.9571
k127_5107216	metabat.167	0.2429	5.4772	4.5673	6.9251	1.0117
k127_5110307	metabat.167	0.4529	6.1629	5.7016	6.5554	1.6881
k127_5119700	metabat.167	2.4143	10.141	9.1951	11.9175	6.006
k127_5121219	metabat.167	1.2626	7.2915	7.1653	7.7028	2.8512
k127_5122526	metabat.167	0.6543	6.1258	4.5445	6.4635	1.2691
k127_5139750	metabat.167	0.4978	5.2404	4.5864	7.3877	1.6339
k127_5140808	metabat.167	0.8116	5.8417	5.3344	7.1465	1.6219
k127_5146146	metabat.167	0.4954	6.9977	5.3139	9.6387	2.8627
k127_5161334	metabat.167	0.032	5.8323	5.6102	5.5123	0.7982
k127_5163532	metabat.167	0.5492	5.6716	4.6571	7.7212	1.8702
k127_5171392	metabat.167	0.3185	6.9194	5.6366	8.0826	1.7117
k127_5175885	metabat.167	1.3776	7.0911	6.984	6.968	2.8025
k127_5182585	metabat.167	1.2541	6.094	6.2128	7.5486	2.687
k127_5199959	metabat.167	0.2288	5.5154	5.0976	6.4886	0.7701
k127_5229602	metabat.167	0.2074	5.5507	4.6661	6.1987	1.0051
k127_5246980	metabat.167	2.9942	10.1985	11.0457	11.2522	5.1951
k127_5273687	metabat.167	0.0192	5.3225	5.2078	11.8257	7.0364
k127_5289853	metabat.167	1.3778	6.1402	5.2836	6.9357	1.5191
k127_5295858	metabat.167	0.3739	6.1368	5.2816	7.9031	1.2501
k127_5305221	metabat.167	12.3488	30.6794	32.5956	28.0556	33.081
k127_5307134	metabat.167	0.0	4.6607	4.6689	4.318	0.939
k127_5322823	metabat.167	0.2343	5.2012	5.3704	6.8851	1.1679
k127_5338916	metabat.167	0.4867	7.7358	0.8773	1.7994	3.5514
k127_5362668	metabat.167	0.8681	4.2042	5.3521	4.4773	0.7888
k127_5386361	metabat.167	0.109	5.318	4.8932	8.2851	1.0323
k127_5390814	metabat.167	0.3825	5.1522	5.017	6.0604	1.8538
k127_5394231	metabat.167	0.3791	6.3635	4.8239	6.6219	1.1907
k127_5417298	metabat.167	0.4785	5.9416	4.9673	7.2276	1.8304
k127_5427718	metabat.167	0.2972	4.5197	4.6524	7.7997	0.5571
k127_5438775	metabat.167	0.4707	6.3426	5.9318	8.054	1.5815
k127_5448605	metabat.167	0.8056	5.7132	5.6423	8.9254	1.6155
k127_5459319	metabat.167	0.0483	5.071	3.3403	6.324	2.4391
k127_5472397	metabat.167	0.4689	9.8454	12.7495	7.215	20.805
k127_5479478	metabat.167	0.098	2.8744	3.1525	0.5895	17.8211
k127_5507811	metabat.167	1.0428	7.1118	7.5178	12.8858	5.3058
k127_5529734	metabat.167	0.4961	6.75	5.6473	7.5096	2.4465
k127_5530777	metabat.167	0.6814	6.755	5.8652	6.7773	1.7168
k127_5531714	metabat.167	1.4044	7.4489	6.0334	7.792	2.7535
k127_5557530	metabat.167	0.1503	6.0457	4.2287	5.6971	1.4758
k127_5562879	metabat.167	0.3388	5.1966	4.3474	6.4122	1.1405
k127_5570694	metabat.167	1.556	7.7385	7.3577	10.1432	3.2277
k127_5583316	metabat.167	0.2963	7.6003	5.5387	6.7434	1.6754
k127_5593914	metabat.167	0.3565	6.7154	5.6515	8.1794	1.7339
k127_5610425	metabat.167	0.7444	5.9621	5.8541	6.7921	1.566
k127_5628432	metabat.167	1.5097	7.3998	8.1059	9.2411	4.2365
k127_5637546	metabat.167	0.3488	4.9293	5.1602	8.1231	1.6332
k127_5648934	metabat.167	0.1139	6.4201	4.6422	12.218	1.0207
k127_5661662	metabat.167	0.7744	7.2621	5.9723	8.0237	1.6464
k127_5674702	metabat.167	2.5951	13.1062	11.9073	13.8897	9.6473
k127_5686304	metabat.167	2.918	12.37	11.9177	13.1349	9.6122
k127_5707734	metabat.167	0.8136	4.5847	3.317	4.473	0.8974
k127_5763629	metabat.167	0.323	6.1329	5.1743	5.9731	1.3516
k127_5764297	metabat.167	0.8875	7.3809	7.3256	9.0893	1.7234
k127_5796252	metabat.167	1.4676	7.5435	6.2846	8.373	3.691
k127_5824565	metabat.167	1.0735	6.0045	5.5601	7.2345	2.1818
k127_5829140	metabat.167	1.7261	11.0417	8.7308	11.7028	4.5929
k127_5839095	metabat.167	0.364	6.3055	5.3034	6.37	1.32
k127_5839640	metabat.167	0.4005	6.8511	6.2873	8.133	1.2563
k127_5840611	metabat.167	0.3953	6.513	4.299	6.2826	1.1397
k127_5840879	metabat.167	2.8373	11.3966	10.1751	10.6691	6.2605
k127_5843040	metabat.167	1.0683	8.4278	7.9195	10.156	3.0173
k127_5863781	metabat.167	0.3811	6.0891	5.5553	7.3136	1.7198
k127_5867670	metabat.167	1.1773	7.7881	6.3914	9.4669	4.2084
k127_5871326	metabat.167	0.2178	5.8787	5.6046	6.7961	0.7045
k127_5882995	metabat.167	4.2381	22.178	21.9473	16.0415	16.6866
k127_5919130	metabat.167	2.8524	11.82	11.5373	11.1839	7.4953
k127_441	metabat.26	0.0567	30.417	34.2364	9.0901	60.386
k127_28337	metabat.26	3.429	37.61	41.1048	19.5234	62.2452
k127_29156	metabat.26	4.4531	32.621	38.9359	15.7851	65.3191
k127_29683	metabat.26	0.3162	29.7108	36.5463	11.7697	62.009
k127_35311	metabat.26	0.067	26.7731	31.933	8.8197	62.4357
k127_36382	metabat.26	0.0768	25.5456	46.1848	9.9908	77.1008
k127_38752	metabat.26	0.8386	32.1494	39.3361	12.2018	62.5136
k127_39552	metabat.26	3.5603	41.1124	49.1186	19.831	79.9163
k127_61540	metabat.26	0.5619	37.1223	43.3076	14.3288	73.6198
k127_77066	metabat.26	0.0	28.6784	34.613	11.4665	61.9781
k127_86422	metabat.26	2.5324	34.3263	43.4102	17.7752	79.3025
k127_87713	metabat.26	0.2491	31.3694	35.7343	13.588	64.8158
k127_89034	metabat.26	0.1382	29.7531	39.395	11.8006	68.0326
k127_90516	metabat.26	1.2933	40.4013	50.4964	22.5972	75.4134
k127_95360	metabat.26	0.0906	29.0796	33.4368	11.5822	63.233
k127_96731	metabat.26	6.859	49.8335	55.4002	31.5152	83.835
k127_102636	metabat.26	0.0	17.27	19.6784	9.1768	36.9989
k127_109696	metabat.26	0.1913	44.9605	33.6442	17.8998	48.9262
k127_110432	metabat.26	0.0	31.0631	39.1657	11.6334	67.7089
k127_118835	metabat.26	5.2492	60.7195	62.5274	29.4059	96.3568
k127_131999	metabat.26	0.1669	34.7329	41.1864	13.0913	69.0038
k127_133478	metabat.26	2.0294	101.6759	77.1452	29.4347	47.227
k127_150755	metabat.26	1.456	33.764	42.3189	15.0011	74.9799
k127_153181	metabat.26	0.8999	36.3672	44.2335	17.2625	72.8815
k127_153183	metabat.26	0.0849	29.6129	35.7353	12.1858	67.3261
k127_154411	metabat.26	0.6662	29.864	42.3207	14.4073	70.1143
k127_161021	metabat.26	0.0509	30.8276	35.2528	9.008	66.1858
k127_165573	metabat.26	0.0	35.9301	40.5769	15.6811	76.428
k127_168572	metabat.26	0.0171	29.4559	34.0309	10.9217	60.9205
k127_170849	metabat.26	14.2925	121.3386	129.459	62.9446	165.4523
k127_197556	metabat.26	0.0	28.8557	35.8498	9.9482	62.9357
k127_218872	metabat.26	3.7983	54.4826	60.9903	29.0121	90.1463
k127_220758	metabat.26	3.3373	48.5834	54.5955	20.4215	86.7342
k127_228380	metabat.26	2.3763	44.8257	49.5017	19.6823	82.4827
k127_228927	metabat.26	0.0597	31.7749	39.0743	10.8599	67.3868
k127_230352	metabat.26	0.8869	31.6058	38.5449	55.1901	24.6665
k127_238558	metabat.26	0.0835	33.2255	31.9737	7.7539	63.2158
k127_239061	metabat.26	6.4633	63.554	71.2353	34.0514	102.0442
k127_254670	metabat.26	0.2959	31.1362	35.4448	12.1969	67.4809
k127_261913	metabat.26	0.0	32.553	16.9807	67.6124	26.0912
k127_264094	metabat.26	6.5357	70.2188	72.5462	40.0395	110.3989
k127_274142	metabat.26	2.2868	32.9077	40.38	15.9384	70.5868
k127_278249	metabat.26	0.3817	36.0025	42.1022	15.45	77.3897
k127_281149	metabat.26	4.196	63.0715	70.164	28.2504	104.0626
k127_283335	metabat.26	0.175	20.2995	23.3614	51.8684	23.5797
k127_292225	metabat.26	0.6374	52.4122	51.8336	26.7169	86.0199
k127_293116	metabat.26	0.0	29.9317	34.6961	8.9884	62.887
k127_294134	metabat.26	0.8928	35.6405	40.0127	13.4295	68.1954
k127_297015	metabat.26	0.0	26.9948	34.2603	11.5783	54.0432
k127_301557	metabat.26	0.0	29.0273	38.1941	13.3846	68.1606
k127_305882	metabat.26	1.0637	40.2847	46.8478	15.7049	75.8737
k127_308690	metabat.26	0.1187	31.5265	34.8747	10.0902	61.183
k127_309498	metabat.26	0.1352	66.8666	50.8244	1.1345	88.8485
k127_311173	metabat.26	0.2791	40.0605	49.0461	16.4206	82.6611
k127_315258	metabat.26	0.0262	29.9555	35.5402	11.7962	63.4526
k127_315499	metabat.26	0.2033	30.2196	38.4813	11.3849	67.2383
k127_315906	metabat.26	0.0	31.1319	33.9418	8.1252	64.9887
k127_317317	metabat.26	0.5741	75.3779	50.6031	29.6232	21.964
k127_319474	metabat.26	0.0	28.2743	33.5544	10.4628	59.9851
k127_326093	metabat.26	0.2171	99.4712	36.8924	22.5175	26.6596
k127_332798	metabat.26	0.0599	31.8226	37.0535	11.0849	71.3665
k127_333691	metabat.26	1.1791	34.1591	40.484	14.2044	64.5948
k127_342209	metabat.26	0.2975	29.4004	35.9373	11.3212	69.4428
k127_348162	metabat.26	8.3446	351.7777	319.3336	157.5752	343.0449
k127_356695	metabat.26	0.1412	36.3507	49.4524	12.2191	84.0256
k127_362020	metabat.26	0.9144	30.7483	41.5039	11.0288	66.4333
k127_373690	metabat.26	0.1883	30.8959	36.9157	11.1905	63.9134
k127_380092	metabat.26	0.0104	32.9768	39.1216	12.0327	68.6257
k127_386669	metabat.26	0.2474	32.4427	36.8839	11.7652	68.4035
k127_415127	metabat.26	0.1057	28.7991	30.9927	12.3493	54.8587
k127_444727	metabat.26	0.4317	35.6061	39.2432	12.777	66.3032
k127_445368	metabat.26	4.4322	64.1135	69.4045	30.1404	111.3594
k127_449697	metabat.26	0.3059	47.7541	52.932	19.0854	89.7574
k127_460073	metabat.26	0.7632	38.0495	45.2444	16.6396	76.3125
k127_462463	metabat.26	0.5816	108.7294	52.5222	23.2694	28.973
k127_488624	metabat.26	0.1147	31.6648	37.9363	14.1073	73.2361
k127_509608	metabat.26	2.0425	46.9711	53.2654	22.3614	84.3376
k127_509787	metabat.26	0.3004	62.0814	72.8763	23.8151	91.1796
k127_535399	metabat.26	0.0154	27.3774	37.8964	9.5259	59.4168
k127_543902	metabat.26	0.1077	32.7456	37.706	12.6772	67.3366
k127_566045	metabat.26	0.1868	31.4331	38.6361	10.9383	68.8201
k127_605464	metabat.26	1.8591	40.0117	45.3308	25.9203	75.2472
k127_617444	metabat.26	5.807	206.9532	187.342	134.4293	267.5022
k127_620587	metabat.26	1.6443	38.9519	45.2484	18.5698	76.0232
k127_635176	metabat.26	52.6436	243.6424	251.8613	170.094	296.4349
k127_638831	metabat.26	0.1491	30.4485	32.5505	11.3361	67.2372
k127_652232	metabat.26	0.6931	37.3292	43.5296	15.6352	71.046
k127_655660	metabat.26	0.0	29.6179	33.7417	10.731	61.4918
k127_657660	metabat.26	0.4979	29.2248	34.6167	11.6665	67.0995
k127_659201	metabat.26	0.2535	224.1106	141.3955	31.6137	169.2154
k127_659764	metabat.26	0.0996	37.0447	40.3491	12.7213	79.15
k127_680303	metabat.26	0.1935	31.0509	32.8534	12.0235	66.2575
k127_688545	metabat.26	0.0912	36.0437	43.2404	13.375	68.6977
k127_691641	metabat.26	0.0481	30.6095	36.6854	12.716	61.0489
k127_693299	metabat.26	1.7139	103.3801	80.5213	31.8979	110.8902
k127_693840	metabat.26	3.4101	33.9269	39.5132	13.6661	65.3818
k127_706832	metabat.26	0.1184	33.4965	40.2296	14.2289	70.749
k127_717728	metabat.26	0.648	33.0297	39.9112	12.6163	71.183
k127_717858	metabat.26	0.0246	32.81	39.6555	11.9816	65.4397
k127_740083	metabat.26	1.0688	44.1636	47.2902	17.6653	77.7381
k127_753498	metabat.26	0.0	29.2516	37.0081	9.6923	67.7525
k127_755173	metabat.26	0.1941	33.2722	38.7386	12.1782	71.1584
k127_757130	metabat.26	0.1932	35.7091	42.692	12.6782	77.1549
k127_759364	metabat.26	0.0747	31.1182	38.071	11.9943	67.6766
k127_776441	metabat.26	0.9819	36.839	40.4126	14.0623	65.5947
k127_789747	metabat.26	2.8071	32.5249	38.3768	12.1334	61.4621
k127_794185	metabat.26	4.1038	62.7308	71.4633	29.3813	106.4661
k127_800798	metabat.26	0.0	26.5008	32.2205	10.5807	58.0194
k127_801873	metabat.26	0.2858	30.1331	33.777	10.9101	59.3604
k127_805297	metabat.26	0.0	27.8918	35.556	10.8304	62.6363
k127_806075	metabat.26	0.4979	27.1171	35.9756	11.772	63.5481
k127_825564	metabat.26	0.0459	31.3583	37.5156	11.9492	67.8425
k127_859260	metabat.26	1.6913	33.8809	37.0383	13.6728	69.1727
k127_867319	metabat.26	0.5704	44.3452	50.2218	18.4262	80.7675
k127_878227	metabat.26	0.0299	34.4174	42.5868	11.7179	75.0038
k127_909613	metabat.26	0.1695	30.9688	37.1831	10.6401	66.3679
k127_919227	metabat.26	1.0808	30.9667	35.4912	12.2969	66.0749
k127_933053	metabat.26	0.0814	27.875	34.4333	10.1391	58.9958
k127_933947	metabat.26	8.8075	67.6738	77.2925	44.5237	119.7781
k127_949856	metabat.26	0.0911	10.4026	13.5301	84.003	54.8574
k127_952065	metabat.26	0.0355	32.979	39.0651	12.5496	71.7883
k127_955312	metabat.26	0.2676	30.9258	36.0607	11.8958	64.4418
k127_965451	metabat.26	0.0533	29.8094	30.5563	9.3678	64.8844
k127_965873	metabat.26	0.9265	29.288	34.5118	10.9036	59.1495
k127_973345	metabat.26	0.03	30.0212	32.8855	10.2642	59.7439
k127_990083	metabat.26	0.1192	47.9835	50.4381	74.7885	90.366
k127_993929	metabat.26	1.738	28.8617	37.958	12.0738	59.6831
k127_999980	metabat.26	1.6064	34.4148	41.6456	13.6878	69.1122
k127_1009774	metabat.26	0.0	32.7674	40.923	11.8014	67.0105
k127_1016668	metabat.26	0.0403	24.7254	32.8572	8.638	60.6309
k127_1018818	metabat.26	0.1036	47.9247	71.291	18.9783	86.2539
k127_1022831	metabat.26	3.9657	90.003	94.4902	62.3282	121.3046
k127_1047828	metabat.26	0.0144	23.058	21.9445	11.4716	49.2219
k127_1047857	metabat.26	0.8034	26.5107	34.9369	11.5761	60.7664
k127_1054734	metabat.26	1.6484	45.4856	54.4058	22.0976	84.5258
k127_1059464	metabat.26	0.1236	31.9082	35.8303	11.0885	63.5353
k127_1065935	metabat.26	4.6054	61.3161	68.7781	30.9974	100.8873
k127_1067916	metabat.26	0.0427	30.6371	34.7137	11.7873	63.255
k127_1067940	metabat.26	2.9703	57.0055	61.1209	27.2095	95.1813
k127_1081199	metabat.26	0.2938	35.6958	40.3803	13.2636	70.2065
k127_1084689	metabat.26	4.0174	30.6883	31.8046	11.3422	53.6816
k127_1088201	metabat.26	0.0	27.0389	27.5393	9.6164	54.6458
k127_1089279	metabat.26	2.1754	50.4614	59.2033	22.5916	91.0036
k127_1090568	metabat.26	0.1232	25.9977	34.4554	8.9714	61.0917
k127_1096051	metabat.26	0.1787	27.9578	37.5114	10.741	63.7349
k127_1096241	metabat.26	0.0	27.8156	33.2504	11.6712	56.2886
k127_1098721	metabat.26	0.032	30.4833	35.9121	11.1019	65.1916
k127_1100329	metabat.26	0.2514	30.3612	32.4202	9.1712	61.4108
k127_1103011	metabat.26	0.5479	51.8036	40.9085	21.8807	53.613
k127_1117726	metabat.26	0.1237	31.93	36.5205	11.3945	68.4626
k127_1118925	metabat.26	0.0	29.1218	32.6871	10.5759	57.9134
k127_1121065	metabat.26	0.4825	39.4268	45.1618	14.5481	73.9432
k127_1122701	metabat.26	1.466	35.3222	41.7855	14.6595	74.0558
k127_1123008	metabat.26	1.213	43.3027	39.001	19.9356	72.4783
k127_1130804	metabat.26	0.5434	37.9195	44.1082	16.5444	75.7985
k127_1148005	metabat.26	0.0	27.6069	37.0581	10.4486	66.5134
k127_1150703	metabat.26	0.1723	27.3047	24.1819	8.393	56.293
k127_1159716	metabat.26	0.5699	42.7965	46.5362	19.2518	77.443
k127_1171473	metabat.26	3.1244	61.5528	67.0967	26.6282	100.7332
k127_1174358	metabat.26	0.0961	27.8783	37.949	12.5685	66.2087
k127_1190768	metabat.26	0.1609	34.0341	39.8184	12.4655	73.2762
k127_1192085	metabat.26	0.3076	29.0105	34.3794	10.0182	62.2024
k127_1199239	metabat.26	0.07	27.7303	28.4594	10.3066	56.0968
k127_1227186	metabat.26	0.0764	27.3033	28.0484	9.1827	55.106
k127_1231856	metabat.26	0.0	30.4211	38.6554	10.419	65.042
k127_1244829	metabat.26	0.4026	29.9363	34.8989	11.4658	61.9306
k127_1264928	metabat.26	0.0551	32.0624	36.3667	12.3568	65.8525
k127_1282440	metabat.26	0.0898	27.9204	35.8378	14.662	36.5909
k127_1285977	metabat.26	0.0854	27.7801	35.0713	10.8242	62.1847
k127_1290817	metabat.26	1.9687	37.938	46.5656	19.6023	78.0584
k127_1291951	metabat.26	0.018	28.2991	31.8664	9.8333	64.2212
k127_1309956	metabat.26	3.4589	28.6066	34.1622	10.7879	64.1151
k127_1335479	metabat.26	0.1687	33.9454	43.2915	11.5284	75.6877
k127_1360210	metabat.26	0.1553	30.7685	34.4646	10.2524	71.1528
k127_1373882	metabat.26	0.0248	36.7916	45.2921	13.768	78.8536
k127_1381774	metabat.26	0.0	25.5644	30.7958	10.462	54.4244
k127_1405720	metabat.26	0.0969	34.9017	41.7353	12.0941	75.9408
k127_1414187	metabat.26	0.2582	34.5055	37.3243	11.0814	66.0407
k127_1457682	metabat.26	0.0	24.29	29.1696	9.9794	53.6281
k127_1470317	metabat.26	0.2412	21.5188	21.6906	9.7613	38.9524
k127_1473317	metabat.26	0.1683	32.4029	38.6886	13.1808	68.0943
k127_1488784	metabat.26	0.3408	33.186	38.6548	14.5256	71.3624
k127_1507372	metabat.26	1.1268	36.7756	46.9908	16.7679	76.9532
k127_1514681	metabat.26	0.6616	40.4048	45.7872	17.5433	78.9336
k127_1520862	metabat.26	1.8253	36.1576	42.8091	15.5346	74.9511
k127_1522283	metabat.26	0.3597	41.9339	41.9001	12.2206	71.9385
k127_1528091	metabat.26	0.0	31.4086	38.7463	13.124	72.0609
k127_1530409	metabat.26	0.2313	30.193	35.6755	13.5395	70.8514
k127_1531206	metabat.26	2.7037	37.1425	45.9401	21.028	67.794
k127_1534738	metabat.26	0.5975	33.3864	40.6156	14.1634	70.401
k127_1537943	metabat.26	0.4457	29.1275	35.751	11.244	68.131
k127_1545793	metabat.26	0.3662	29.5203	35.8492	11.821	59.9255
k127_1546377	metabat.26	0.094	32.4506	38.4163	13.6915	73.6929
k127_1576098	metabat.26	0.0	32.1955	38.2672	11.1702	69.9104
k127_1596441	metabat.26	0.1195	26.202	32.9656	9.392	62.0761
k127_1596689	metabat.26	1.0115	37.2235	44.8421	17.0761	78.4951
k127_1600168	metabat.26	3.8673	43.9678	51.2915	24.1177	82.2179
k127_1606769	metabat.26	0.0746	26.946	28.515	10.8489	61.1396
k127_1609502	metabat.26	0.8595	36.1392	44.8346	16.8825	79.2784
k127_1611095	metabat.26	0.0951	35.4215	38.4497	14.0079	75.2296
k127_1620246	metabat.26	0.7682	32.6471	37.2162	10.3035	68.7032
k127_1624672	metabat.26	0.7707	34.0017	37.992	13.8103	71.1717
k127_1627046	metabat.26	4.144	50.8363	57.7264	24.2127	75.687
k127_1640724	metabat.26	0.0	24.0714	26.9483	9.7681	53.1692
k127_1656378	metabat.26	1.1898	31.468	32.7047	11.5761	61.2625
k127_1657082	metabat.26	3.1033	48.5215	56.0067	26.8015	84.8888
k127_1657376	metabat.26	0.0985	28.4769	32.0165	11.2416	52.2251
k127_1659559	metabat.26	0.0	31.95	38.8673	11.6894	63.523
k127_1709209	metabat.26	2.6383	196.3975	213.4239	194.5518	255.601
k127_1712923	metabat.26	0.4475	31.019	36.3263	9.91	59.3898
k127_1717680	metabat.26	0.2594	77.5262	79.3649	44.1927	131.7793
k127_1723879	metabat.26	0.0115	27.1201	31.3167	11.1196	60.4223
k127_1724205	metabat.26	0.111	25.8293	34.9032	8.2983	60.9666
k127_1731081	metabat.26	0.0994	30.3531	31.8544	12.8883	63.1926
k127_1767721	metabat.26	0.1765	33.8149	39.623	11.4173	71.8174
k127_1767827	metabat.26	0.5564	43.5221	45.6714	16.3978	79.5514
k127_1768556	metabat.26	0.0436	26.9633	34.3815	10.5426	61.7838
k127_1771254	metabat.26	0.4896	34.3945	43.3251	13.4076	73.532
k127_1771425	metabat.26	3.4265	51.2189	61.911	27.9341	93.0459
k127_1771813	metabat.26	0.3491	25.348	32.3795	14.5237	62.6579
k127_1782085	metabat.26	0.7243	26.0831	32.962	10.697	52.0551
k127_1788258	metabat.26	0.0546	29.1315	35.049	11.071	63.2088
k127_1798424	metabat.26	0.0215	27.4328	28.5715	8.2676	52.6961
k127_1802628	metabat.26	0.0	29.797	37.1123	11.2043	63.9053
