Contig_ID	Bin_ID	2-1-2.raw_fold	2-8-2.raw_fold	2-9-2.raw_fold	2-10-2.raw_fold	2-12-2.raw_fold
k127_666661	metabat.121	0.9312	4.5023	19.0034	8.8538	13.8375
k127_711169	metabat.121	0.5395	4.6157	18.6789	9.064	11.9591
k127_725289	metabat.121	0.2731	4.2227	18.9656	8.4701	13.9048
k127_732846	metabat.121	14.0544	7.889	21.8274	11.5719	49.3798
k127_751888	metabat.121	0.1461	3.9443	16.4386	6.7322	10.4696
k127_755262	metabat.121	0.1031	4.4534	16.9656	8.3892	9.6132
k127_756203	metabat.121	0.8781	5.0885	18.2534	8.0154	13.6591
k127_763050	metabat.121	2.0467	5.1286	19.4164	10.1963	16.5629
k127_799317	metabat.121	0.4712	4.5156	17.823	9.0599	12.7425
k127_814628	metabat.121	1.2129	4.733	19.2087	8.2707	15.9801
k127_882146	metabat.121	0.1848	3.7412	16.8425	7.6586	11.3907
k127_919186	metabat.121	0.2152	4.7288	17.6312	7.4424	11.5678
k127_939029	metabat.121	0.1553	0.4995	0.7671	0.3333	41.8249
k127_954558	metabat.121	0.1231	0.1417	1.2728	0.0	36.6926
k127_1022984	metabat.121	0.0321	5.5283	5.9651	13.0782	13.8019
k127_1023231	metabat.121	0.6867	4.8202	19.3347	8.3726	19.806
k127_1032338	metabat.121	1.9627	1.9167	6.5168	1.3003	39.8033
k127_1043679	metabat.121	2.2293	6.7718	18.4403	12.0183	22.3615
k127_1084452	metabat.121	0.4282	4.5138	17.0691	9.0134	12.2227
k127_1195407	metabat.121	25.6095	5.1824	20.0536	8.7682	12.5286
k127_1199615	metabat.121	0.135	4.224	16.5078	8.6658	11.7241
k127_1254874	metabat.121	1.0108	5.6845	19.4692	8.3951	15.0501
k127_1267106	metabat.121	6.5035	3.2382	6.4503	9.6693	31.4481
k127_1268758	metabat.121	1.0847	4.4364	19.143	8.785	15.9006
k127_1273164	metabat.121	0.3452	4.3121	16.824	6.3379	14.531
k127_1285383	metabat.121	0.0774	4.333	17.3439	7.7772	10.5943
k127_1287721	metabat.121	0.8708	4.3045	16.2949	8.6367	11.5221
k127_1332081	metabat.121	4.043	2.4854	5.1224	8.4654	33.5379
k127_1338256	metabat.121	2.6145	3.8522	4.964	4.1029	27.9615
k127_1353204	metabat.121	0.7773	4.8611	16.8174	7.2778	11.2483
k127_1365429	metabat.121	1.0969	2.5591	3.3233	17.0098	15.6694
k127_1371792	metabat.121	0.4861	4.362	16.4239	7.4996	10.3396
k127_1414289	metabat.121	0.6017	4.7775	16.5953	7.7932	11.2166
k127_1422293	metabat.121	0.0	4.3163	14.6622	6.5164	7.7856
k127_1428046	metabat.121	0.0495	0.8975	2.8327	1.1652	32.9886
k127_1437322	metabat.121	1.4592	5.3791	16.4398	7.2708	12.9634
k127_1439291	metabat.121	0.0357	5.8504	18.225	8.2779	12.0729
k127_1483684	metabat.121	0.5364	4.6099	16.9583	6.9441	11.7466
k127_1585945	metabat.121	1.1222	4.4496	18.5805	7.8967	14.6037
k127_1598317	metabat.121	0.0553	3.9943	15.2675	7.0181	8.8778
k127_1631338	metabat.121	1.0097	5.4557	19.2446	8.5661	12.5033
k127_1635224	metabat.121	2.3393	5.5598	18.2318	9.2861	12.9401
k127_1642102	metabat.121	0.503	4.09	17.3967	9.282	13.9001
k127_1658548	metabat.121	1.5838	5.4219	22.1586	10.5807	15.3065
k127_1677706	metabat.121	1.6823	5.0942	16.7454	6.7158	13.8759
k127_1698614	metabat.121	1.2714	5.2646	19.0973	10.0344	13.2177
k127_1704845	metabat.121	1.7267	4.8931	18.4814	9.2013	12.6005
k127_1783043	metabat.121	2.0156	5.5588	19.3181	8.193	13.5438
k127_1803427	metabat.121	0.4252	3.7188	16.5539	9.1032	10.4883
k127_1808561	metabat.121	0.9074	4.7635	15.3293	7.103	10.0993
k127_1814233	metabat.121	0.7459	5.6121	20.5523	7.9858	20.1263
k127_1839523	metabat.121	0.7628	1.0638	1.7907	6.1067	29.2787
k127_1887235	metabat.121	0.18	3.8212	15.1017	7.3879	12.2747
k127_1918039	metabat.121	4.6859	9.6944	36.0911	2.6699	15.2271
k127_1953876	metabat.121	1.2437	5.3573	18.1178	8.9517	14.9451
k127_2033555	metabat.121	0.2568	4.5258	17.3018	7.5271	10.9348
k127_2102538	metabat.121	1.2035	4.9685	20.5625	8.9499	15.2085
k127_2147264	metabat.121	1.5445	4.7667	17.9195	8.1514	12.258
k127_2226417	metabat.121	1.185	4.1212	16.774	8.7002	11.6562
k127_2226759	metabat.121	0.5001	4.3042	17.665	8.4894	14.7126
k127_2227689	metabat.121	0.3242	3.868	14.9556	7.725	11.2043
k127_2229084	metabat.121	1.006	4.9528	18.5209	9.1466	11.9852
k127_2267689	metabat.121	1.4696	4.7274	17.1352	9.603	12.8773
k127_2274137	metabat.121	0.3345	4.2301	16.7177	8.0006	10.6968
k127_2277506	metabat.121	1.777	5.4863	18.7858	8.8829	14.5293
k127_2301982	metabat.121	0.3417	3.7689	17.5568	7.32	12.4174
k127_2306027	metabat.121	0.4212	4.7276	16.6689	7.9838	12.5296
k127_2326620	metabat.121	1.6082	5.5198	19.5612	9.4092	15.5247
k127_2331261	metabat.121	0.014	3.782	13.8982	7.9463	8.601
k127_2364554	metabat.121	0.403	4.1139	16.1446	8.2023	10.3149
k127_2367771	metabat.121	0.6784	5.0233	19.4901	9.4222	13.5621
k127_2381580	metabat.121	2.3542	5.9275	20.3041	8.8	8.3003
k127_2383276	metabat.121	0.4273	4.0472	16.5999	7.709	10.9708
k127_2386449	metabat.121	0.3761	3.9035	16.9253	6.2975	6.9746
k127_2419977	metabat.121	0.3516	5.9071	16.5113	7.4951	12.6489
k127_2455354	metabat.121	0.3996	4.1044	16.588	7.6148	10.6868
k127_2462400	metabat.121	1.4897	5.3852	18.7756	6.8577	14.1482
k127_2489316	metabat.121	0.8734	4.1223	19.482	8.1664	13.6534
k127_2506608	metabat.121	0.0632	5.2972	19.3961	8.1499	9.9813
k127_2518980	metabat.121	0.3897	4.284	17.1121	7.913	11.3996
k127_2530364	metabat.121	1.3297	3.943	16.6407	8.731	12.072
k127_2599743	metabat.121	0.0304	3.4161	15.6246	9.0182	8.3388
k127_2627759	metabat.121	0.6033	6.2837	15.6771	8.2008	14.2753
k127_2628617	metabat.121	0.8749	5.0424	16.6369	8.8169	12.4912
k127_2635882	metabat.121	1.1548	4.7723	18.6139	7.9584	14.7837
k127_2691028	metabat.121	0.1222	4.1647	17.2103	7.9392	13.2273
k127_2695632	metabat.121	1.0665	4.7365	17.2986	8.0664	12.9773
k127_2714074	metabat.121	1.6144	4.5732	18.5006	8.8787	12.8279
k127_2730590	metabat.121	1.491	5.4519	18.8798	7.1208	13.0595
k127_2780678	metabat.121	23.6351	4.2443	14.2009	14.2382	228.3829
k127_2785157	metabat.121	2.8265	7.476	23.5835	11.685	21.9821
k127_2799711	metabat.121	7.415	7.8807	30.6381	3.6105	4.7888
k127_2800615	metabat.121	1.9851	4.6676	18.6037	10.1874	14.051
k127_2819242	metabat.121	8.2217	5.9049	26.6045	7.753	20.0476
k127_2846592	metabat.121	0.0	0.5539	2.7631	0.0	38.1516
k127_2849880	metabat.121	0.3392	5.6766	18.7656	7.2201	10.708
k127_2868641	metabat.121	0.0594	0.4273	2.915	0.9233	58.55
k127_2898496	metabat.121	0.1863	3.5683	14.0033	6.5388	9.8008
k127_2916569	metabat.121	0.4826	4.7754	17.1315	8.3119	11.5488
k127_2940967	metabat.121	0.2304	4.607	14.5621	7.532	12.0245
k127_2946681	metabat.121	0.0	4.075	14.8202	7.1073	9.8326
k127_3009103	metabat.121	2.1407	5.265	20.1488	9.5441	14.2565
k127_3011323	metabat.121	7.6337	7.7563	22.4209	11.8821	29.3903
k127_3095407	metabat.121	0.267	4.38	14.9256	7.7932	10.2017
k127_3099363	metabat.121	2.9077	6.7946	21.4908	10.3719	18.1309
k127_3132041	metabat.121	5.7163	3.9504	9.9408	6.5222	27.6179
k127_3186899	metabat.121	0.0757	3.9779	16.4351	7.2029	11.5029
k127_3214488	metabat.121	1.2995	4.8733	18.5015	8.4209	13.4664
k127_3291011	metabat.121	1.4595	5.0576	18.4065	8.721	15.6312
k127_3337113	metabat.121	0.2438	4.7984	16.8645	7.8718	10.2165
k127_3341042	metabat.121	1.2419	5.3504	19.1795	8.2599	18.1348
k127_3355509	metabat.121	1.0281	5.3341	17.2128	8.1477	12.7756
k127_3356795	metabat.121	0.2219	4.4731	20.2553	9.2241	13.383
k127_3362895	metabat.121	0.7973	4.4158	17.9493	8.3388	11.638
k127_3410437	metabat.121	0.0603	4.3924	15.1285	6.7136	9.6115
k127_3426852	metabat.121	0.1818	1.1983	4.4132	3.3992	25.8777
k127_3455095	metabat.121	0.8677	5.2661	18.4281	8.2879	12.1424
k127_3477566	metabat.121	7.8758	7.1398	31.0405	2.3086	2.0484
k127_3526369	metabat.121	1.5292	4.5901	18.0726	8.82	20.8809
k127_3607953	metabat.121	1.2271	5.4677	17.6799	8.473	14.0426
k127_3613097	metabat.121	0.5258	5.0975	19.0955	8.6494	13.735
k127_3616239	metabat.121	1.1256	5.7015	19.6016	8.6144	15.3049
k127_3640897	metabat.121	0.793	3.9336	15.9253	8.3965	9.7891
k127_3650598	metabat.121	2.354	5.7048	20.6225	8.7828	14.6224
k127_3716656	metabat.121	0.492	4.6552	17.6388	8.3594	10.8747
k127_3722301	metabat.121	0.4382	4.6879	19.8855	7.5151	12.1496
k127_3740874	metabat.121	1.0042	4.9576	17.5189	8.4624	11.7784
k127_3750300	metabat.121	0.421	4.4004	18.7164	8.2744	11.3864
k127_3758916	metabat.121	2.6079	4.0601	19.6864	7.956	16.3089
k127_3788339	metabat.121	1.0849	4.869	18.1784	8.052	12.2565
k127_3804846	metabat.121	0.176	5.1709	17.2843	8.4876	10.5116
k127_3840776	metabat.121	0.5963	1.3425	7.9652	1.3971	16.3604
k127_3849016	metabat.121	1.6312	4.4399	19.4011	8.6022	12.2025
k127_3868875	metabat.121	1.0317	4.479	17.0138	8.0689	12.4866
k127_3884719	metabat.121	1.4113	3.9749	7.1116	21.1465	19.9504
k127_3933629	metabat.121	1.7273	4.5462	17.2864	8.1113	14.0975
k127_3991971	metabat.121	2.3217	8.5904	32.5743	1.7511	5.0847
k127_4017105	metabat.121	1.5043	5.0766	20.9812	9.342	17.7618
k127_4070630	metabat.121	0.3968	4.5175	18.2979	7.7164	14.9389
k127_4075466	metabat.121	0.6341	4.0147	16.589	8.3721	11.5258
k127_4085313	metabat.121	1.1137	5.9433	19.158	8.5759	13.0772
k127_4151551	metabat.121	1.3206	5.1004	20.2013	9.4279	21.6795
k127_4173219	metabat.121	1.5045	5.1505	18.648	8.3357	13.1717
k127_4207579	metabat.121	0.345	4.0726	17.0594	7.4401	11.4229
k127_4231955	metabat.121	0.2165	3.7545	15.1267	7.2191	11.2678
k127_4312432	metabat.121	0.2159	4.3068	19.5458	7.5162	15.2145
k127_4346463	metabat.121	0.0	1.5118	3.471	0.5787	43.1345
k127_4351704	metabat.121	0.1685	5.4796	13.9225	10.7964	14.4303
k127_4534606	metabat.121	4.3634	6.467	12.253	10.1521	101.5544
k127_4563689	metabat.121	1.0909	2.3176	7.7126	3.0438	48.6099
k127_4579680	metabat.121	0.3994	4.921	17.3781	8.3369	11.4448
k127_4585510	metabat.121	0.7034	5.644	15.1366	8.3067	43.4116
k127_4586318	metabat.121	0.4559	3.8911	15.964	7.0734	10.9161
k127_4586593	metabat.121	0.1789	4.6073	17.4131	8.3997	13.0912
k127_4613497	metabat.121	1.6126	4.8692	18.3815	8.3084	12.1836
k127_4616507	metabat.121	1.2222	3.8246	18.2346	8.8641	14.1323
k127_4651805	metabat.121	0.6805	5.2449	16.3608	8.9981	11.7379
k127_4655605	metabat.121	0.0827	3.6111	17.3299	7.4269	10.4429
k127_4656908	metabat.121	0.9244	3.7513	18.7583	9.0355	12.9586
k127_4681024	metabat.121	0.9788	3.9858	17.6124	7.8315	11.0619
k127_4692582	metabat.121	0.7494	5.1665	19.1412	8.3478	14.3737
k127_4762583	metabat.121	0.3031	3.7932	16.0907	7.8751	9.4142
k127_4765296	metabat.121	1.9128	4.6694	15.3572	8.0629	13.2495
k127_4796273	metabat.121	1.1144	5.2007	18.378	9.1863	13.2516
k127_4891267	metabat.121	0.0163	5.7018	21.5141	10.4098	18.9437
k127_4903598	metabat.121	0.0404	4.1701	15.3911	6.1258	8.2673
k127_4931541	metabat.121	3.4321	5.7343	22.4388	9.8839	15.8958
k127_4995755	metabat.121	1.1059	4.6601	18.399	8.2374	13.6968
k127_5020424	metabat.121	0.0678	3.4907	14.9488	8.354	8.5778
k127_5108186	metabat.121	0.3429	4.9431	15.7229	7.352	11.3158
k127_5164184	metabat.121	0.5004	2.1926	3.4897	12.73	30.4802
k127_5171050	metabat.121	1.5809	5.2354	16.9739	8.778	11.3253
k127_5179794	metabat.121	7.2161	8.3055	26.6123	9.4553	20.6172
k127_5203366	metabat.121	2.5416	5.5318	19.5281	9.1285	15.9492
k127_5204936	metabat.121	0.9112	3.5737	11.7987	5.8155	16.1285
k127_5360096	metabat.121	12.2876	9.932	35.7632	5.9672	10.0734
k127_5400500	metabat.121	1.1419	4.8191	18.2644	7.9084	12.9744
k127_5415726	metabat.121	0.0	2.9473	3.2726	18.3046	21.1316
k127_5454285	metabat.121	0.0309	3.1122	2.8227	18.5201	17.4485
k127_5544900	metabat.121	0.4766	27.6314	100.7762	10.6917	19.1078
k127_5557004	metabat.121	0.878	4.7601	18.4011	8.237	12.9425
k127_5621865	metabat.121	1.0663	4.8955	18.4034	9.0913	13.2858
k127_5641632	metabat.121	1.5407	5.4879	16.9085	8.2239	11.6002
k127_5676008	metabat.121	1.9683	4.4071	19.1539	9.3785	14.1968
k127_5788746	metabat.121	0.116	3.8534	14.6398	7.3511	8.589
k127_5804868	metabat.121	0.6363	5.337	17.0179	7.9058	15.0891
k127_5838051	metabat.121	1.5245	4.0341	15.8055	7.7569	15.2035
k127_5907186	metabat.121	0.1715	4.0191	14.368	7.3279	11.0733
k127_5932097	metabat.121	0.5404	4.8765	18.7713	8.7621	15.7562
k127_5945026	metabat.121	0.1893	3.6331	17.3816	8.9241	11.071
k127_5951743	metabat.121	0.0484	0.319	0.9329	0.1027	40.6375
k127_13781	metabat.40	2.5068	12.141	10.8048	15.937	7.3245
k127_29870	metabat.40	0.5686	7.4218	8.6807	12.5345	5.2518
k127_40300	metabat.40	1.7335	12.786	12.1855	17.0467	7.6751
k127_55060	metabat.40	0.1177	9.4799	8.8026	10.8101	5.6059
k127_59514	metabat.40	0.6152	8.1086	7.4708	11.3655	5.2684
k127_71422	metabat.40	17.4335	23.2111	23.1043	28.3479	17.3703
k127_76310	metabat.40	0.7832	8.1838	9.3433	12.1067	5.7379
k127_81970	metabat.40	0.1038	8.254	9.0943	13.3862	5.7447
k127_110061	metabat.40	1.1647	13.0275	10.1153	14.0083	8.922
k127_151728	metabat.40	2.5088	11.0788	9.8112	16.0691	5.6872
k127_151861	metabat.40	1.5355	10.331	10.7085	13.8271	6.2622
k127_152140	metabat.40	1.003	14.5623	15.5897	18.0515	8.7752
k127_159543	metabat.40	0.7516	9.3726	10.0292	11.906	5.8367
k127_172985	metabat.40	0.7605	9.5247	9.2943	11.2038	6.3599
k127_180092	metabat.40	1.9538	11.5417	10.919	14.8547	6.6107
k127_198534	metabat.40	2.4031	11.3176	11.5578	16.0459	7.1969
k127_223171	metabat.40	4.3205	13.0302	12.9038	17.622	8.6778
k127_236496	metabat.40	2.0162	11.1212	11.4124	16.0814	8.1414
k127_256489	metabat.40	3.8782	13.6817	13.0437	16.7458	9.2259
k127_268764	metabat.40	1.573	11.2528	10.408	13.2822	6.4615
k127_269558	metabat.40	0.8647	10.2182	9.4584	12.2184	5.6841
k127_286277	metabat.40	1.8674	10.4793	10.4817	13.5373	6.9979
k127_313835	metabat.40	2.8425	11.0939	10.9821	14.199	6.7257
k127_316259	metabat.40	0.9198	10.6146	10.4747	13.3086	6.0935
k127_326622	metabat.40	1.9744	11.9758	11.5309	15.5138	8.2236
k127_337893	metabat.40	0.5451	11.5153	12.2931	14.8691	7.2542
k127_358395	metabat.40	4.4463	15.0167	16.0373	20.1058	10.6554
k127_372503	metabat.40	1.4751	11.4609	12.3714	16.8288	6.633
k127_375335	metabat.40	0.4754	12.2324	13.9866	15.796	8.1891
k127_381007	metabat.40	0.3305	11.1228	10.6122	14.4785	6.6359
k127_388095	metabat.40	0.1376	7.3887	7.6524	11.2169	4.4925
k127_392442	metabat.40	0.0911	8.2602	7.6003	11.6876	5.0924
k127_394251	metabat.40	4.0643	15.1129	12.4819	20.8936	10.678
k127_411241	metabat.40	1.3513	12.2695	11.6198	16.7629	8.0982
k127_412220	metabat.40	1.7282	9.1287	10.1817	18.2797	3.7544
k127_427722	metabat.40	1.6888	11.0032	11.3617	15.0246	7.6772
k127_433161	metabat.40	0.8705	10.0571	9.2262	13.2473	6.1217
k127_444007	metabat.40	3.0914	8.9472	13.9893	18.7239	7.0203
k127_456542	metabat.40	1.2837	9.1257	10.3809	13.5392	7.12
k127_461165	metabat.40	0.3252	12.5117	12.6777	16.2769	6.3541
k127_482741	metabat.40	1.59	11.7836	11.7131	14.5554	8.4669
k127_484425	metabat.40	1.76	10.2396	10.6977	13.6756	7.0351
k127_487316	metabat.40	9.2199	23.7978	32.7064	36.4522	25.7579
k127_490360	metabat.40	2.7434	10.4768	11.1849	11.8527	6.743
k127_493669	metabat.40	0.368	4.9448	9.2711	10.6925	2.2891
k127_538410	metabat.40	0.8998	9.9477	9.9118	13.1177	6.1736
k127_558963	metabat.40	0.1166	10.0202	10.1434	13.7302	6.2343
k127_562540	metabat.40	1.9173	11.0208	11.708	15.5054	7.4926
k127_564709	metabat.40	0.9679	12.3205	11.2691	14.6869	7.285
k127_587786	metabat.40	3.4522	13.0928	12.4857	16.4191	8.6205
k127_649880	metabat.40	3.1843	11.8888	13.427	18.9699	9.4947
k127_658699	metabat.40	1.1122	11.5081	11.0782	15.3214	6.9327
k127_658770	metabat.40	3.5387	16.122	14.0294	21.5339	11.0228
k127_662322	metabat.40	3.9264	14.0766	14.2054	18.1637	9.4138
k127_665913	metabat.40	2.2287	12.8029	12.7423	16.6942	8.0106
k127_668176	metabat.40	4.8268	15.6072	14.5315	17.2074	10.2204
k127_668796	metabat.40	1.282	9.7944	10.0949	14.2569	6.4704
k127_713287	metabat.40	1.6491	11.2778	11.5325	16.7547	6.5811
k127_732988	metabat.40	1.9011	13.4928	14.0109	19.5232	8.5374
k127_735323	metabat.40	3.3677	12.1271	9.456	16.289	7.1588
k127_738624	metabat.40	1.8201	10.049	10.2589	13.6384	6.8022
k127_746646	metabat.40	3.1832	11.9302	12.1371	17.6996	8.8607
k127_752026	metabat.40	1.6863	10.4092	9.7154	13.7016	6.5294
k127_753386	metabat.40	1.2481	11.4266	11.1493	16.7525	6.9365
k127_808614	metabat.40	1.0491	10.8217	9.6307	13.4369	7.0617
k127_822762	metabat.40	1.599	11.816	11.8202	15.0995	6.6626
k127_871662	metabat.40	2.0644	13.1272	12.198	15.1178	9.3293
k127_881144	metabat.40	6.0137	25.1688	23.4008	29.6519	25.453
k127_882682	metabat.40	4.4638	13.8609	13.4008	17.9424	9.7877
k127_906223	metabat.40	5.1804	12.091	15.6624	18.0472	9.1156
k127_909907	metabat.40	9.3808	11.8984	11.0484	15.0306	8.7195
k127_927753	metabat.40	1.3973	12.4739	10.4812	14.2881	6.2082
k127_938525	metabat.40	1.0944	8.8274	8.4923	13.5956	4.6151
k127_938771	metabat.40	1.019	11.3977	12.28	15.9274	7.0508
k127_965681	metabat.40	1.4714	10.6896	10.8242	12.8721	5.6786
k127_973414	metabat.40	2.3872	11.1007	11.0866	14.7298	7.0148
k127_991685	metabat.40	0.397	11.6811	11.6319	15.0186	7.0374
k127_994621	metabat.40	0.5588	9.4769	10.6085	12.5094	5.1121
k127_999773	metabat.40	2.4717	11.4749	12.7262	13.9062	6.3612
k127_1008777	metabat.40	4.0115	11.9064	12.1316	16.3671	7.4433
k127_1011799	metabat.40	1.091	11.7073	11.8841	16.304	7.1987
k127_1019825	metabat.40	2.1848	9.8607	9.909	13.0635	5.9838
k127_1041101	metabat.40	1.5061	12.0016	10.3072	15.7104	7.5404
k127_1065002	metabat.40	0.9756	10.3148	11.0098	13.9947	6.5963
k127_1069806	metabat.40	1.5268	9.8158	10.0502	14.5022	6.9948
k127_1105578	metabat.40	1.697	11.3221	9.6759	13.5544	8.2728
k127_1108907	metabat.40	0.2941	8.5916	7.532	11.5826	4.9871
k127_1117642	metabat.40	3.6652	12.9973	13.3726	16.7745	8.4342
k127_1118037	metabat.40	0.5662	10.6755	9.8807	14.6225	6.4758
k127_1152507	metabat.40	1.958	12.3423	12.1017	16.818	8.5649
k127_1164166	metabat.40	3.9796	11.9357	11.9155	12.8876	8.0376
k127_1172597	metabat.40	0.846	11.0456	11.4195	15.5334	7.3828
k127_1190983	metabat.40	1.4398	10.6157	10.3586	13.8844	7.2981
k127_1198227	metabat.40	1.691	11.2531	13.3579	14.9244	9.5596
k127_1202062	metabat.40	0.7986	10.4726	9.8148	13.3647	6.5293
k127_1217244	metabat.40	0.9422	10.2521	10.072	13.1588	6.6304
k127_1223832	metabat.40	0.2189	10.2728	9.8302	13.5774	5.5472
k127_1254087	metabat.40	1.3522	34.211	6.1127	18.1236	3.0391
k127_1264920	metabat.40	1.8842	10.0475	11.0033	13.0226	6.5838
k127_1304460	metabat.40	2.9915	13.0846	13.4268	16.9324	9.2988
k127_1313767	metabat.40	0.99	10.8962	10.6869	14.5773	6.3526
k127_1314812	metabat.40	0.1228	11.7216	11.5145	16.4675	7.0713
k127_1320730	metabat.40	2.9605	14.4977	13.6315	18.8551	10.6534
k127_1325626	metabat.40	0.2671	10.2086	10.5077	13.8519	6.9618
k127_1331046	metabat.40	37.9906	31.9583	19.1225	32.2827	20.7255
k127_1366248	metabat.40	4.8711	12.5328	14.3215	18.4431	9.2268
k127_1372118	metabat.40	0.447	12.9455	13.399	15.3689	11.1419
k127_1399448	metabat.40	3.0727	14.3557	12.8685	17.0352	8.3829
k127_1465129	metabat.40	0.3933	9.8793	8.632	13.6266	6.0386
k127_1466817	metabat.40	1.2788	9.9769	10.5765	14.4048	7.4523
k127_1476491	metabat.40	0.8227	10.6304	10.7545	14.5177	6.5643
k127_1482961	metabat.40	1.0512	9.7152	7.0042	12.4292	5.7373
k127_1556305	metabat.40	3.8929	13.598	14.496	18.2033	10.579
k127_1564088	metabat.40	1.4915	11.0745	10.5735	14.2396	7.3881
k127_1572414	metabat.40	0.3815	6.1897	9.6491	14.4494	6.2778
k127_1581045	metabat.40	1.0437	10.4051	9.3638	13.6105	5.9616
k127_1584978	metabat.40	1.2122	10.8464	9.8235	14.0692	6.3297
k127_1595685	metabat.40	1.3232	9.6688	7.8232	12.958	4.1893
k127_1597953	metabat.40	1.3386	10.5461	10.7304	13.1478	6.881
k127_1624955	metabat.40	0.961	11.0084	11.7625	14.7702	7.0443
k127_1632233	metabat.40	3.1102	10.8311	10.4134	15.0435	7.5573
k127_1666055	metabat.40	0.4567	7.6855	7.6036	9.893	4.163
k127_1674941	metabat.40	0.4642	9.2353	7.3491	12.1097	4.9375
k127_1680696	metabat.40	3.9509	12.4493	12.785	15.9835	8.7266
k127_1681467	metabat.40	1.8155	12.5203	13.4167	18.1861	9.2601
k127_1689454	metabat.40	1.5589	9.7298	11.4254	14.0782	6.1227
k127_1693936	metabat.40	8.2766	15.1811	15.0267	18.9572	10.7329
k127_1709789	metabat.40	0.9303	11.0978	11.6106	15.4752	6.7847
k127_1720633	metabat.40	116.3454	22.0928	23.9893	26.1442	24.0747
k127_1726781	metabat.40	0.7621	9.4613	8.7649	12.1762	6.1128
k127_1738724	metabat.40	1.9204	10.8529	11.1883	15.5794	8.6362
k127_1746385	metabat.40	24.5552	24.272	25.8445	39.2156	19.1582
k127_1776553	metabat.40	1.1302	10.5165	10.3435	14.2165	6.2133
k127_1777063	metabat.40	0.7694	12.3598	12.8502	15.5462	8.1873
k127_1782656	metabat.40	0.5859	10.8122	9.9669	12.6803	5.5526
k127_1851411	metabat.40	3.0423	11.1139	11.1881	15.2764	7.532
k127_1879859	metabat.40	3.5997	12.8004	13.588	16.597	8.1635
k127_1927711	metabat.40	0.6015	15.0537	14.353	16.2173	12.3962
k127_1954045	metabat.40	0.9858	9.5048	9.4639	13.8333	6.1775
k127_1960452	metabat.40	1.2046	12.0315	14.223	18.515	8.1309
k127_1987415	metabat.40	2.7464	11.8671	11.4008	15.2108	7.8
k127_1995797	metabat.40	1.1546	9.7773	9.239	12.3904	6.357
k127_2015479	metabat.40	9.268	15.0925	14.4889	20.239	10.0812
k127_2028487	metabat.40	0.252	9.1311	9.82	13.7701	4.8645
k127_2051868	metabat.40	0.7788	10.6721	9.6425	15.2636	6.4444
k127_2055677	metabat.40	7.5966	16.0364	14.5969	18.036	10.9013
k127_2059234	metabat.40	1.7233	10.7101	11.378	14.1193	7.0928
k127_2064034	metabat.40	1.4035	12.1792	11.3295	14.3873	6.6269
k127_2064292	metabat.40	1.7045	15.4768	14.5394	18.28	9.6094
k127_2117335	metabat.40	3.7834	14.8137	14.1474	16.5302	9.5847
k127_2124795	metabat.40	1.3808	11.4547	11.3586	15.517	6.9134
k127_2124804	metabat.40	2.247	10.5452	10.6338	14.8694	7.3279
k127_2145725	metabat.40	0.2944	6.4615	5.5537	9.124	3.6573
k127_2159291	metabat.40	4.3811	12.0136	12.2121	14.637	9.2537
k127_2177562	metabat.40	1.4581	11.216	11.178	14.8899	7.4002
k127_2193026	metabat.40	0.5714	9.5194	10.4247	12.2804	6.6055
k127_2193493	metabat.40	1.4504	10.4024	11.1183	14.9989	6.8644
k127_2279574	metabat.40	1.9249	10.8486	11.3128	13.9467	7.0355
k127_2286490	metabat.40	0.191	11.8667	12.6859	17.3316	9.2019
k127_2294720	metabat.40	1.3818	13.1142	11.2895	15.139	6.8673
k127_2295696	metabat.40	1.2443	10.7936	9.6263	13.3047	6.4934
k127_2312391	metabat.40	2.7886	13.6844	12.8876	17.6391	8.7551
k127_2314107	metabat.40	3.7814	13.6093	13.3887	18.0049	8.5462
k127_2318977	metabat.40	1.798	10.9175	10.0023	14.5613	7.0421
k127_2361873	metabat.40	11.4349	18.1296	16.118	23.0436	12.6605
k127_2374129	metabat.40	2.5012	10.1687	11.3637	15.6833	7.0274
k127_2385002	metabat.40	0.0	10.4896	12.3951	15.5795	7.2283
k127_2410229	metabat.40	0.7749	10.5262	10.7819	15.2269	6.947
k127_2432501	metabat.40	0.5367	9.857	10.3652	12.8147	6.1555
k127_2435115	metabat.40	6.8376	14.7746	15.2125	19.1997	9.7648
k127_2479715	metabat.40	2.1765	14.7786	14.2474	17.9401	9.1215
k127_2480919	metabat.40	18.743	36.6485	31.2599	46.8828	34.6032
k127_2521980	metabat.40	0.1622	5.9394	6.0907	10.3403	5.0205
k127_2556855	metabat.40	3.25	11.8223	11.1937	15.9207	7.3
k127_2581329	metabat.40	1.5048	12.9055	11.7217	15.6307	7.3342
k127_2591603	metabat.40	0.0807	11.5814	10.3548	15.1137	8.1561
k127_2619584	metabat.40	3.8008	14.2158	14.18	18.4711	14.4107
k127_2622697	metabat.40	2.3413	12.5094	10.7604	14.5331	7.4903
k127_2639976	metabat.40	0.1763	9.5401	10.0112	13.5089	6.5695
k127_2650855	metabat.40	1.866	11.1455	10.6519	14.1351	6.4964
k127_2658987	metabat.40	1.5143	11.1827	11.7343	14.855	8.3667
k127_2674406	metabat.40	2.0219	13.7305	13.5273	17.6074	9.1409
k127_2699424	metabat.40	3.1902	12.8979	12.7536	16.3707	8.7339
