Contig_ID,Bin_ID,group,2-1-2.norm_fold,2-8-2.norm_fold,2-9-2.norm_fold,2-10-2.norm_fold,2-12-2.norm_fold,SPE_group
k127_3179386,maxbin2.041,PL_SUB,0,0.0290922995656929,1.06343762922723,2.40569074891873,0.175609245883068,KI
k127_4819433,maxbin2.041,PL_SUB,0.0130839617451127,0.677535952048305,0.309413182354578,1.50129645519566,0.170760296262983,KI
k127_5113437,maxbin2.041,PL_SUB,0.315443414373212,0.750857166894463,0.9475181170755,1.88682488283713,0.215397509162891,KI
k127_5845040,maxbin2.041,PL_SUB,0,0.447486976993723,0.650969416781505,0.955797370143648,0.918232039373023,KI
k127_304758,maxbin2.015,PL_SUB,0.00184265794577003,0.194457240267397,0.966796687087267,2.92087272785685,0.0576554667875507,KI
k127_2043423,maxbin2.015,PL_SUB,0.3005713111896,0.365235503673474,0.480124738277982,0.605314060749334,3.07454201782823,KI
k127_4005130,maxbin2.015,PL_ALL,0.0929724515004796,1.07126897938524,1.17504275957784,1.87340653809651,2.80634918999584,KI
k127_5904730,maxbin2.015,PL_ALL,0.0930923878164765,1.24077149158073,1.61731227689109,2.30374131401791,2.19819796010401,KI
k127_2887470,metabat.154,PL_ALL,0.0214467939605305,1.63678018323925,1.66383256761629,3.20089098665796,1.19234327338143,KI
k127_4842595,metabat.154,PL_ALL,0.0248268174113513,1.56874299198828,1.60107737314295,2.91021729847384,1.31152328800443,KI
k127_3200618,metabat.172_sub,PL_ALL,0.439577501429968,1.35008095848223,1.65067763628999,2.12867635739595,0.850581913149153,KI
k127_1727712,metabat.14,PL_SUB,0.104944276497258,0.942719805037631,0.706293950873653,2.37571632998098,0.461646880227249,KI
k127_4931880,maxbin2.012,PL_SUB,0,0.355494970781849,0.429985933784102,2.58042908182593,2.63007363348369,KI
k127_351382,metabat.177_sub,PL_SUB,0.12120109896556,0.532824389053089,0.538365867080008,0.883918734948871,0.121990837612933,KI
k127_1378663,metabat.177_sub,PL_SUB,0.0166166314162931,0.633246697183555,0.770561901939245,1.22202782459236,0.185273549629335,KI
k127_1471605,metabat.177_sub,PL_SUB,0.124406669593113,0.494396693804538,0.415058051731677,0.882933509317477,0.111167489326992,KI
k127_2861727,metabat.177_sub,PL_SUB,0.310951254174056,0.611421007553826,0.671113283564045,1.01435939585322,0.208577623900461,KI
k127_2866130,metabat.177_sub,PL_SUB,0.0446272128522884,0.382673643531665,0.483380190464526,0.845950066730296,0.0689827474820457,KI
k127_3438008,metabat.177_sub,PL_SUB,0.0816548245909572,0.516101704265698,0.587367078616508,0.912233262877207,0.134549953083893,KI
k127_4086102,metabat.177_sub,PL_SUB,0.0852311074679546,0.420523802759208,0.510464584492357,0.854999149975169,0.128788325879426,KI
k127_4388326,metabat.177_sub,PL_SUB,0.0449979251017333,0.420610002165329,0.5221249123055,0.830261419447765,0.133301320560476,KI
k127_4423912,metabat.177_sub,PL_SUB,0.196019553544696,0.536780941794023,0.540217481148935,0.933495931259094,0.0963126817726192,KI
k127_4480481,metabat.177_sub,PL_SUB,0.0544401841611229,0.507007666919978,0.465523611649484,0.877289879885468,0.116609959339374,KI
k127_4737195,metabat.177_sub,PL_SUB,0.197764081777378,0.696482581513606,0.70101140485348,1.04830148975218,0.256753562158215,KI
k127_5544364,metabat.177_sub,PL_SUB,0.048377948552554,0.449460943393884,0.50287054639921,0.95620431116531,0.0893584145345753,KI
k127_92600,metabat.164_sub,PL_SUB,0.00692359642345544,0.376631065162613,0.432430548437195,0.72008213783253,0.877911847439727,KI
k127_316252,metabat.164_sub,PL_ALL,0.0161914026595769,0.514248417034106,0.67537320612785,0.93479707163099,0.848795752723279,KI
k127_374191,metabat.164_sub,PL_SUB,0.00377254230317415,0.417584403010497,0.550431613659877,0.841479069979131,0.883684673142161,KI
k127_518649,metabat.164_sub,PL_SUB,0.0036198960828145,0.436556892297635,0.549408990203509,0.793245849937821,0.770501454180954,KI
k127_782726,metabat.164_sub,PL_ALL,0.0161586927552141,0.488173096682633,0.606028443938632,0.92289404674735,0.785630624935539,KI
k127_955807,metabat.164_sub,PL_SUB,0,0.376432806528536,0.592371277423705,0.761654375887674,0.920925278134294,KI
k127_1240696,metabat.164_sub,PL_SUB,0.0191352940522273,0.402568466464293,0.564070627095697,0.890809959881505,0.511093848004355,KI
k127_1311417,metabat.164_sub,PL_ALL,0.01607146634358,0.531298659564755,0.660142772756972,0.946978529845242,0.903130864863358,KI
k127_1470744,metabat.164_sub,PL_SUB,0.00493919555878003,0.479458336723843,0.715255520926204,0.939600046584038,0.833711375960565,KI
k127_1497049,metabat.164_sub,PL_SUB,0.00625849503474555,0.475519023864133,0.610324672660652,0.913293451328381,0.924200838789895,KI
k127_1812221,metabat.164_sub,PL_ALL,0,0.573838066485257,0.683433173251414,1.06108265052467,1.02213170351887,KI
k127_1821311,metabat.164_sub,PL_SUB,0,0.477803308126328,0.491772964038387,0.847765237866398,0.829080797050853,KI
k127_1829509,metabat.164_sub,PL_ALL,0.0103472330800933,0.531186600336798,0.736978705591064,1.32713105241106,0.871601493834835,KI
k127_2133979,metabat.164_sub,PL_SUB,0.00694540302636397,0.443177006687695,0.60377141110298,0.841457652030622,0.714833720782699,KI
k127_2194951,metabat.164_sub,PL_SUB,0.00746876149616847,0.398715353010704,0.568651254057062,0.752487493926004,0.67077882977712,KI
k127_2298820,metabat.164_sub,PL_SUB,0,0.423351143279963,0.635769238542472,0.839513973203469,0.806515823645606,KI
k127_2481569,metabat.164_sub,PL_ALL,0,0.496853376878975,0.594150279176204,0.942566432452476,0.734604668944964,KI
k127_2715559,metabat.164_sub,PL_ALL,0.0196368459191232,0.521946024000673,0.748741900852481,1.00487124466392,0.980708459535739,KI
k127_2740914,metabat.164_sub,PL_ALL,0.0765302729074547,0.61072279236425,0.768807104292223,1.12914889088492,1.14275072513074,KI
k127_2793280,metabat.164_sub,PL_ALL,0.00564791015330696,0.494207055111073,0.684734143920758,0.917925082693361,0.968944437420498,KI
k127_3012810,metabat.164_sub,PL_SUB,0.00135200938032831,0.443892461758496,0.545445567931787,0.853992506395266,0.835368753659809,KI
k127_3130850,metabat.164_sub,PL_ALL,0.00358718617845172,0.509740188094,0.594640412312096,0.884748680453579,0.797036295115809,KI
k127_3259034,metabat.164_sub,PL_ALL,0.0103036198742762,0.575579294488893,0.624580890786114,0.968160880920222,0.84126476283989,KI
k127_3414173,metabat.164_sub,PL_ALL,0.0274654163632823,0.482501175759899,0.600364683257209,0.91219042698019,0.937437463387911,KI
k127_3463189,metabat.164_sub,PL_ALL,0.0172381195991859,0.519153163242367,0.621186264993082,0.8940440701063,0.894547216170989,KI
k127_3667885,metabat.164_sub,PL_ALL,0.00148284899777943,0.508464436883416,0.660578446655543,0.991651015947001,1.03323501425401,KI
k127_3894010,metabat.164_sub,PL_ALL,0.00518997149222802,0.485233696933922,0.68048632340969,0.934711399836956,0.879244468697902,KI
k127_4119272,metabat.164_sub,PL_SUB,0.00895161049394791,0.451443529734658,0.582834859866096,0.827348578450599,0.830374223566141,KI
k127_4309291,metabat.164_sub,PL_ALL,0.00213704708503507,0.515050071511027,0.673194836634995,0.97288889305349,0.863129830122145,KI
k127_4395633,metabat.164_sub,PL_SUB,0,0.383337378958794,0.533906260646024,0.789208566643955,0.844601915234313,KI
k127_4443473,metabat.164_sub,PL_ALL,0.0206835628587322,0.657554929709556,0.779208818620606,1.1469579150698,0.896971690981032,KI
k127_4472292,metabat.164_sub,PL_SUB,0.0125387966723996,0.414515704152605,0.54302515738417,0.771212135409625,0.919962207309058,KI
k127_4595957,metabat.164_sub,PL_SUB,0.169295561680303,0.472924421739904,0.6385587616986,0.836611841180557,1.00106172959233,KI
k127_4776171,metabat.164_sub,PL_SUB,0,0.305016598557643,0.564264259939507,0.874039706199291,0.734397496732558,KI
k127_4976656,metabat.164_sub,PL_SUB,0.0165185017032047,0.257305227269906,0.554842811882909,0.665878664644455,0.774874467637405,KI
k127_5082937,metabat.164_sub,PL_SUB,0.0110341410717117,0.474553590515583,0.608993446859463,0.93980351709487,0.691473654021733,KI
k127_5313935,metabat.164_sub,PL_SUB,0.00819928269360393,0.391836640402282,0.640924713008896,0.849783879513331,0.836029465039913,KI
k127_5413150,metabat.164_sub,PL_SUB,0.0447144392639225,0.3107057593616,0.434064325556837,0.640551940533066,0.492560333867539,KI
k127_5475958,metabat.164_sub,PL_SUB,0.00822108929651245,0.426445701959692,0.567096140280218,0.817132217012009,0.849848411532258,KI
k127_5522057,metabat.164_sub,PL_SUB,0,0.415489757441767,0.631285428003012,0.913678974401536,0.764706231482584,KI
k127_5533477,metabat.164_sub,PL_SUB,0.00341273335518355,0.432496900269356,0.56948629569599,0.829806288041958,0.778989915640595,KI
k127_5586440,metabat.164_sub,PL_SUB,0,0.459761772425293,0.593714605277633,0.874259240171504,0.854210226490741,KI
k127_5639635,metabat.164_sub,PL_SUB,0.00272582536356514,0.297456910640868,0.454655968290685,0.669369790251353,0.831258904905603,KI
k127_5762957,metabat.164_sub,PL_SUB,0.00209343387921802,0.407335293622761,0.580886429375264,0.822069054143235,0.779141095363161,KI
k127_5782736,metabat.164_sub,PL_SUB,0.0121026646142292,0.443883841817883,0.69210429403825,0.981059840409511,0.777349335688303,KI
k127_5905562,metabat.164_sub,PL_SUB,0,0.379372206277248,0.666587115840002,0.839953041147895,0.992231713944672,KI
k127_1365429,metabat.121,PL_SUB,0.119598313651784,0.220592900203155,0.201093759322363,0.910787551352878,0.877368720288285,KI
k127_3884719,metabat.121,PL_SUB,0.153878293423979,0.34263401938866,0.430324791260769,1.13228662034143,1.11707256929043,KI
k127_5164184,metabat.121,PL_SUB,0.0545601204771198,0.189000817859965,0.211162667200448,0.681626211285385,1.70666228880053,KI
k127_5415726,metabat.121,PL_SUB,0,0.254055509659161,0.198025888953258,0.980117450675134,1.18321089828863,KI
k127_5454285,metabat.121,PL_SUB,0.00336912014936651,0.268269791728443,0.17080232131894,0.991656370434128,0.976984958961424,KI
k127_32183,maxbin2.071_sub,PL_ALL,0.417672768808359,1.03003980343777,0.835090047138706,1.64172323459213,0.88245843761468,KI
k127_151595,maxbin2.071_sub,PL_ALL,0.239207530605022,0.957011666572422,0.81296144370712,1.8862465982274,0.763955932118737,KI
k127_5726173,maxbin2.071_sub,PL_ALL,0.0500025404692388,1.00476613756322,0.96602215571203,1.74525224319545,0.643241723274141,KI
k127_3722439,metabat.167,PL_SUB,0.00750147140053125,0.0828117694600331,0.155239081497765,0.565974643826209,0.549538291528034,KI
k127_949856,metabat.26,PL_ALL,0.00993290762483135,0.896697942109858,0.81870991875771,4.49792982141447,3.07160241211167,KI
k127_2815630,metabat.26,PL_SUB,0,0.92503168690169,0.322804103709267,3.80936419481231,1.52732394309416,KI
k127_33995,metabat.53,PL_SUB,0.0610039716365877,0.536444764110153,0.3301076925367,1.21765856309661,1.56258801319497,KI
k127_214454,metabat.53,PL_SUB,0.152526284043651,0.744581850128885,0.479096063795245,1.31322544934187,1.48244036323896,KI
k127_270704,metabat.53,PL_SUB,0.0356865056597948,0.574036325119334,0.435776766019275,1.38099719291012,1.54146204677859,KI
k127_405568,metabat.53,PL_SUB,0,0.573544988504447,0.305685750111248,1.18198696985558,1.15803667485687,KI
k127_407563,metabat.53,PL_SUB,0.00836283221541784,0.401689232521864,0.221165013788474,1.10603356995704,1.35975521875202,KI
k127_473756,metabat.53,PL_SUB,0,0.251960864090431,0.149666086211877,1.21070308431845,1.39861960594949,KI
k127_545144,metabat.53,PL_SUB,0.0319575765624377,0.305628614341099,0.13619650151439,1.11302117565797,1.27271489329679,KI
k127_746586,metabat.53,PL_SUB,0.0861033715842955,0.3601066390093,0.198824624433972,0.851042183988209,0.962275731880634,KI
k127_979107,metabat.53,PL_ALL,0.173733205372187,0.695249930006082,0.874639555486762,1.1996460684009,1.73783890714306,KI
k127_999021,metabat.53,PL_ALL,0.40592991314212,0.730031390375733,0.646098340554426,1.50080384237996,2.02146326517517,KI
k127_1134262,metabat.53,PL_SUB,0.19257411028515,0.330764361165857,0.32032318289796,0.743545500423674,1.76906591872645,KI
k127_1215441,metabat.53,PL_SUB,0.0163331455784823,0.582164929116504,0.319433682021711,1.27879074262721,1.43760717662461,KI
k127_1283016,metabat.53,PL_SUB,0.0338111378096619,0.363494275669838,0.170911239793583,0.998033564602556,1.12573460746857,KI
k127_1314611,metabat.53,PL_SUB,0.036700512695041,0.236798388553822,0.132039446398859,0.898081353400166,0.846998393799437,KI
k127_1353181,metabat.53,PL_SUB,0.0394917578673317,0.643254448234153,0.385686369736348,1.22978112195246,1.07765945569253,KI
k127_1466878,metabat.53,PL_SUB,0.0807498505702536,0.426471561781528,0.25547433330094,0.962378034822907,1.28117535851151,KI
k127_1593425,metabat.53,PL_ALL,0.0915332157085173,0.634763806731277,0.51947456275586,1.10600144303428,1.23894022342571,KI
k127_1680858,metabat.53,PL_SUB,0.010336329778639,0.588819523269012,0.334252645599494,1.21480462145784,1.22617953499133,KI
k127_1846857,metabat.53,PL_SUB,0.00571332996203252,0.247918111943376,0.219283144587702,0.939857061966141,1.74741362290559,KI
k127_2123192,metabat.53,PL_SUB,0.00306382770864721,0.347056048922645,0.178450818649408,0.889380311818558,0.963546761399987,KI
k127_2213612,metabat.53,PL_SUB,0.0362970905412333,0.47655341673758,0.238331775597445,1.06617476778259,0.976553816789662,KI
k127_2228431,metabat.53,PL_SUB,0.00707624264381509,0.308162876881043,0.181337158227441,0.964964252105317,1.9910649424414,KI
k127_2354530,metabat.53,PL_SUB,0.00203891737194672,0.428255889488224,0.783214598076911,1.20202881517247,1.16145781598606,KI
k127_2631275,metabat.53,PL_SUB,0.00757779451071108,0.36764908704485,0.203865129399384,1.02794372969478,1.785600500976,KI
k127_2790136,metabat.53,PL_SUB,0.00283485837810774,0.23834135792338,0.19119428018261,0.54012317997636,2.72472893755706,KI
k127_2857903,metabat.53,PL_SUB,0.0611130046511303,0.311024697164246,0.292452155442154,0.612756797856063,1.57458160451855,KI
k127_2919513,metabat.53,PL_SUB,0.334600515028348,0.495715544718183,0.46050125976318,1.19507869088144,1.82740449389004,KI
k127_3097125,metabat.53,PL_SUB,0.004394030486067,0.372105596341283,0.126048930293507,1.02253569769637,1.19582040700045,KI
k127_3503735,metabat.53,PL_SUB,0.0636752804928816,0.482535655522348,0.376500911708143,1.00759132412451,0.956670883647718,KI
k127_3509164,metabat.53,PL_SUB,0.28229737795226,0.539772061186407,0.393334867066817,0.990371293523614,1.26625335996933,KI
k127_3568815,metabat.53,PL_SUB,0.0180231573038927,0.399835945290271,0.164152243339363,1.12114928711697,1.4402948161369,KI
k127_3602312,metabat.53,PL_SUB,0.035403019821984,0.379415305980308,0.198334491298079,1.0449709987591,1.21348043829577,KI
k127_3614479,metabat.53,PL_SUB,0.00763231101798238,0.390172991864155,0.326743321875513,1.2477400717769,1.60209071477661,KI
k127_3805273,metabat.53,PL_SUB,0.00283485837810774,0.467054242183093,0.741976853371892,1.15062038426477,1.05990983641346,KI
k127_3857463,metabat.53,PL_ALL,0.0967886070094708,0.657951446977711,0.545796527461191,1.406302499073,2.01065671463618,KI
k127_3872782,metabat.53,PL_SUB,0.0174343790253626,0.441996074823843,0.210551513537175,1.01498051635997,1.23276985104542,KI
k127_4003344,metabat.53,PL_SUB,0.0308890530199201,0.578104937088225,0.376119697046893,1.2062749234643,1.57828270809693,KI
k127_4006955,metabat.53,PL_SUB,0.32158197309196,0.370010950772554,0.294769698541497,1.02338706114958,1.16246568080317,KI
k127_4055514,metabat.53,PL_SUB,0.00701082283508953,0.280044630604513,0.272544278688007,0.908431577016935,1.091433608193,KI
k127_4145277,metabat.53,PL_SUB,0.16478159487824,0.475544883685969,0.296342965397448,1.26387849597811,1.40653694401277,KI
k127_4240278,metabat.53,PL_SUB,0.00296569799555887,0.26720953903316,0.106098696354777,0.743513373500911,1.05264201123232,KI
k127_4254002,metabat.53,PL_SUB,0.0102709099699134,0.379639424436221,0.161229597603116,1.04514769683429,1.66338569340372,KI
k127_4277316,metabat.53,PL_SUB,0,0.22258410648454,0.501400146991532,0.831932019431434,0.936916733232405,KI
k127_4331338,metabat.53,PL_SUB,0.034399916088192,0.609283262282036,0.376168105257846,1.10359727831419,1.26118603963888,KI
k127_4659221,metabat.53,PL_ALL,0.332169078804047,0.633944912373132,0.673255346898686,1.15743664637762,1.94904257881699,KI
k127_4822587,metabat.53,PL_SUB,0.0759633012318332,0.64516807505003,0.626559576408791,1.30120462574143,0.443006980359738,KI
k127_5011596,metabat.53,PL_SUB,0.0544947006683942,0.354684696364316,0.231839024303463,1.18487839290423,1.43373809557672,KI
k127_5205498,metabat.53,PL_SUB,0.0482143990307401,0.309800665597334,0.413569499244892,1.17238637443661,1.11796284987887,KI
k127_5286827,metabat.53,PL_SUB,0.00510274508059393,0.405938863243608,0.341126611554725,1.18583149161287,1.99784563296094,KI
k127_5397571,metabat.53,PL_SUB,0.150923498729874,0.494215675051685,0.478896379925066,1.07892380163232,1.3098939065501,KI
k127_5663869,metabat.53,PL_SUB,0.0147412635661603,0.412705516624073,0.281463491555974,1.11586976280961,2.40085717782845,KI
k127_5791054,metabat.53,PL_SUB,0,0.200379139467881,0.127162319145411,0.946378827287002,1.03645458241977,KI
k127_473292,metabat.138,PL_SUB,0.109807148945858,0.35143497875357,0.267316191905155,0.683709106777844,0.486093201291097,KI
k127_694085,metabat.138,PL_SUB,0.107015903773567,0.500577191223383,0.451684914343486,0.792951353145828,0.501681510462365,KI
k127_935137,metabat.138,PL_SUB,0.0513218399452044,0.330798840928306,0.1996596660729,0.629162946413631,0.498848290476495,KI
k127_1098571,metabat.138,PL_SUB,0.00919148312594164,0.244590814867122,0.113396234155841,0.614802211938632,0.496731774360569,KI
k127_1843428,metabat.138,PL_SUB,0.20834028418801,0.364416609315328,0.286110679807398,0.761536577170876,0.515707629167115,KI
k127_2258149,metabat.138,PL_SUB,0.0775987964499723,0.391836640402282,0.324056666167659,0.652738753234445,0.483920692685331,KI
k127_2464966,metabat.138,PL_SUB,0.0233330651121176,0.24248754935778,0.106721952070788,0.6285846618039,0.51565723592626,KI
k127_3487163,metabat.138,PL_SUB,0.0854818834014027,0.44215123375486,0.364423063075536,0.724558489070823,0.487599399267775,KI
k127_3556553,metabat.138,PL_SUB,0.147041923412158,0.434539826194413,0.353022929396261,0.654077375016231,0.486003613307354,KI
k127_3696720,metabat.138,PL_SUB,0.00936593594920981,0.431652146089374,0.403313009549367,0.758377429765862,0.504811490644383,KI
k127_4013922,metabat.138,PL_SUB,0.136781916743698,0.318343026743883,0.359896895351493,0.894804407278354,0.559622538948096,KI
k127_4305132,metabat.138,PL_SUB,0.146911083794707,0.459727292662845,0.386884472957419,0.861392407604978,0.484307040865223,KI
k127_4506376,metabat.138,PL_SUB,0.171236349339162,0.443582143896461,0.310290581178089,0.727171478788869,0.540965841333634,KI
k127_4588132,metabat.138,PL_SUB,0.0189608412289591,0.223204742208608,0.17547371367584,0.595627793536331,0.484122265648753,KI
k127_4644769,metabat.138,PL_SUB,0.196641041727589,0.371821138301086,0.333702002199911,0.672957296626539,0.493820164888924,KI
k127_5015255,metabat.138,PL_SUB,0.105107826019072,0.37908774823705,0.3448842989299,0.632102559846433,0.489687919138782,KI
k127_5938631,metabat.138,PL_SUB,0.163135196358646,0.406662938255021,0.337151087230265,0.688276484297297,0.572080867937345,KI
k127_3128822,metabat.115,PL_SUB,0.0905083053718168,0.656839474638755,0.499687706529094,1.27366649844653,0.455935646263638,KI
