#name	%unambiguousReads	unambiguousMB	%ambiguousReads	ambiguousMB	unambiguousReads	ambiguousReads
k127_2605358 flag=0 multi=99.7949 len=14593	0.00364	0.50745	0.00002	0.00321	3960	24
k127_3845984 flag=1 multi=272.8956 len=19387	0.00363	0.50881	0.00002	0.00152	3956	21
k127_2063749 flag=1 multi=37.4935 len=62941	0.00363	0.54113	0.00001	0.00123	3955	11
k127_2918406 flag=0 multi=86.2792 len=2580	0.00362	0.51318	0.00000	0.00028	3948	2
k127_133478 flag=0 multi=128.2625 len=4930	0.00362	0.50825	0.00000	0.00000	3940	0
k127_1442653 flag=0 multi=36.7485 len=51720	0.00362	0.54580	0.00003	0.00411	3939	30
k127_4247811 flag=0 multi=95.8401 len=2678	0.00361	0.51115	0.00007	0.00834	3935	71
k127_3822535 flag=1 multi=31.0000 len=70618	0.00360	0.48932	0.00032	0.04113	3919	354
k127_2274943 flag=0 multi=89.1895 len=17319	0.00359	0.50788	0.00002	0.00180	3913	21
k127_517182 flag=0 multi=108.1605 len=12367	0.00359	0.50136	0.00022	0.02781	3906	238
k127_5307719 flag=0 multi=73.7339 len=14804	0.00359	0.52568	0.00001	0.00073	3906	8
k127_239082 flag=1 multi=20.1977 len=3218	0.00358	0.49526	0.00002	0.00225	3899	20
k127_4895076 flag=0 multi=99.6862 len=5761	0.00358	0.49639	0.00000	0.00013	3898	1
k127_618656 flag=1 multi=29.0000 len=40738	0.00358	0.50441	0.00030	0.03658	3895	324
k127_520242 flag=0 multi=121.6626 len=12834	0.00356	0.50029	0.00012	0.01468	3883	126
k127_2128422 flag=1 multi=86.4039 len=17908	0.00356	0.49815	0.00002	0.00283	3882	26
k127_2691641 flag=0 multi=106.5193 len=12349	0.00356	0.49402	0.00002	0.00234	3882	21
k127_734717 flag=1 multi=83.3584 len=40685	0.00356	0.49652	0.00019	0.02432	3874	212
k127_4604303 flag=1 multi=46.6697 len=42133	0.00356	0.51466	0.00000	0.00058	3874	4
k127_2710174 flag=0 multi=72.0563 len=30833	0.00355	0.49854	0.00001	0.00041	3869	6
k127_3966716 flag=1 multi=50.4932 len=70082	0.00355	0.49575	0.00007	0.00798	3868	75
k127_2367543 flag=0 multi=44.8566 len=50785	0.00354	0.53233	0.00004	0.00539	3854	39
k127_121151 flag=0 multi=111.5580 len=10624	0.00353	0.49478	0.00008	0.01036	3847	89
k127_4864115 flag=0 multi=108.0000 len=7393	0.00351	0.48907	0.00009	0.01081	3823	93
k127_1447874 flag=0 multi=106.1166 len=13900	0.00350	0.48320	0.00008	0.00993	3810	84
k127_1522477 flag=1 multi=69.1854 len=19732	0.00349	0.49003	0.00001	0.00123	3801	14
k127_1674779 flag=0 multi=120.5722 len=16674	0.00349	0.47905	0.00004	0.00387	3798	41
k127_882682 flag=1 multi=59.7218 len=35722	0.00348	0.49008	0.00013	0.01540	3793	144
k127_5491390 flag=0 multi=80.4258 len=15849	0.00348	0.50750	0.00001	0.00083	3792	7
k127_658699 flag=0 multi=56.1020 len=42445	0.00347	0.49301	0.00001	0.00091	3782	13
k127_3836449 flag=0 multi=97.6757 len=12719	0.00347	0.50159	0.00001	0.00135	3780	12
k127_1968819 flag=0 multi=200.5987 len=19992	0.00347	0.48350	0.00010	0.01315	3776	109
k127_1978155 flag=0 multi=102.2926 len=17735	0.00346	0.48441	0.00095	0.12855	3765	1037
k127_1787664 flag=0 multi=60.1827 len=27593	0.00346	0.48940	0.00001	0.00048	3765	7
k127_3947321 flag=1 multi=140.3388 len=16008	0.00345	0.48047	0.00002	0.00247	3755	26
k127_137879 flag=0 multi=229.0000 len=35174	0.00345	0.47619	0.00001	0.00118	3754	14
k127_191058 flag=0 multi=70.0100 len=15589	0.00344	0.50622	0.00005	0.00484	3748	54
k127_1201638 flag=1 multi=25.0000 len=48202	0.00344	0.46593	0.00039	0.04868	3747	421
k127_5001173 flag=0 multi=94.3619 len=41255	0.00343	0.47978	0.00011	0.01297	3738	124
k127_4243269 flag=1 multi=83.5462 len=17977	0.00343	0.46532	0.00001	0.00104	3736	13
k127_1709763 flag=0 multi=98.9968 len=8465	0.00343	0.47500	0.00017	0.02094	3731	185
k127_925088 flag=0 multi=36.0989 len=60220	0.00342	0.51583	0.00002	0.00242	3725	17
k127_3653660 flag=0 multi=167.6588 len=11182	0.00342	0.47808	0.00001	0.00108	3721	13
k127_2758991 flag=1 multi=30.6490 len=34510	0.00340	0.48362	0.00006	0.00733	3706	62
k127_760062 flag=0 multi=78.5515 len=16564	0.00340	0.48041	0.00003	0.00391	3698	35
k127_4005820 flag=0 multi=34.3559 len=59050	0.00339	0.50485	0.00007	0.01014	3694	75
k127_3021554 flag=1 multi=31.9883 len=41460	0.00337	0.48466	0.00001	0.00048	3676	6
k127_739079 flag=0 multi=59.0054 len=22156	0.00336	0.46192	0.00014	0.01783	3657	153
k127_4014079 flag=1 multi=57.0000 len=2902	0.00336	0.46686	0.00000	0.00000	3656	0
k127_386669 flag=0 multi=312.1009 len=14542	0.00336	0.47624	0.00001	0.00054	3655	7
k127_791969 flag=0 multi=60.3222 len=27128	0.00334	0.46770	0.00001	0.00089	3641	10
k127_693299 flag=0 multi=104.0837 len=4583	0.00334	0.47282	0.00000	0.00020	3639	2
k127_3959119 flag=0 multi=82.9918 len=13777	0.00334	0.48619	0.00000	0.00042	3638	5
k127_3684716 flag=0 multi=54.0000 len=43174	0.00333	0.46843	0.00004	0.00513	3632	48
k127_2289211 flag=0 multi=89.6180 len=9834	0.00333	0.46130	0.00000	0.00044	3628	5
k127_2501626 flag=1 multi=93.6360 len=15109	0.00332	0.45567	0.00001	0.00118	3611	12
k127_3718392 flag=1 multi=115.2357 len=17198	0.00331	0.46492	0.00002	0.00190	3610	19
k127_529720 flag=0 multi=37.0001 len=48507	0.00331	0.49849	0.00002	0.00341	3605	27
k127_389134 flag=0 multi=96.7241 len=43127	0.00330	0.46695	0.00007	0.00683	3599	71
k127_5575709 flag=0 multi=120.1505 len=11127	0.00330	0.48843	0.00000	0.00042	3596	3
k127_1709649 flag=1 multi=36.9868 len=91254	0.00330	0.45192	0.00028	0.03441	3591	301
k127_1483353 flag=0 multi=106.2805 len=8379	0.00330	0.45417	0.00005	0.00551	3590	50
k127_2539205 flag=1 multi=129.2536 len=7589	0.00329	0.46406	0.00002	0.00264	3589	22
k127_220758 flag=0 multi=113.2408 len=9434	0.00329	0.45991	0.00003	0.00299	3588	32
k127_859394 flag=0 multi=211.0002 len=23499	0.00329	0.45135	0.00004	0.00538	3587	48
k127_453299 flag=0 multi=198.1159 len=15221	0.00329	0.46438	0.00030	0.04085	3585	331
k127_445368 flag=0 multi=125.1607 len=7501	0.00329	0.47011	0.00013	0.01673	3581	146
k127_3082916 flag=0 multi=36.2873 len=55870	0.00328	0.49024	0.00001	0.00101	3575	7
k127_725359 flag=1 multi=112.7257 len=25232	0.00328	0.47249	0.00004	0.00521	3569	46
k127_21227 flag=0 multi=68.5771 len=6168	0.00327	0.46992	0.00006	0.00615	3566	63
k127_2870049 flag=0 multi=68.7233 len=49638	0.00327	0.47405	0.00000	0.00035	3560	4
k127_3450107 flag=0 multi=224.0009 len=26916	0.00327	0.45506	0.00005	0.00660	3557	59
k127_5949333 flag=0 multi=138.0195 len=13397	0.00327	0.48086	0.00003	0.00374	3557	30
k127_5426880 flag=1 multi=58.2252 len=33503	0.00326	0.46396	0.00000	0.00018	3554	3
k127_1206751 flag=0 multi=90.3868 len=13222	0.00326	0.45095	0.00001	0.00141	3553	16
k127_2124224 flag=1 multi=43.5992 len=51416	0.00326	0.47212	0.00003	0.00243	3552	34
k127_3013747 flag=0 multi=133.3396 len=13372	0.00325	0.45418	0.00008	0.01033	3543	88
k127_1897407 flag=1 multi=90.6619 len=13173	0.00325	0.44945	0.00008	0.00976	3538	91
k127_3297272 flag=1 multi=114.3392 len=16154	0.00325	0.46204	0.00001	0.00181	3535	16
k127_223065 flag=0 multi=173.3590 len=7570	0.00324	0.46016	0.00007	0.00782	3527	71
k127_2710981 flag=0 multi=78.6410 len=27705	0.00323	0.45676	0.00002	0.00164	3523	18
k127_1684030 flag=1 multi=93.6266 len=17116	0.00323	0.45247	0.00005	0.00718	3515	57
k127_1197793 flag=0 multi=89.4657 len=14354	0.00323	0.44733	0.00002	0.00225	3515	20
k127_2021643 flag=0 multi=47.6198 len=44391	0.00323	0.46687	0.00001	0.00062	3513	9
k127_4898141 flag=0 multi=30.0000 len=61060	0.00321	0.47971	0.00002	0.00233	3499	19
k127_5808651 flag=0 multi=141.2783 len=7324	0.00321	0.45841	0.00003	0.00322	3498	29
k127_3416069 flag=0 multi=37.6609 len=27652	0.00320	0.45823	0.00004	0.00495	3489	39
k127_4728636 flag=0 multi=150.7037 len=11188	0.00320	0.44362	0.00005	0.00601	3486	53
k127_392451 flag=0 multi=106.4211 len=12836	0.00319	0.44290	0.00001	0.00086	3480	11
k127_1298384 flag=0 multi=106.0000 len=7956	0.00319	0.44050	0.00004	0.00400	3470	45
k127_1572879 flag=1 multi=32.2070 len=41621	0.00318	0.45755	0.00001	0.00056	3466	6
k127_50512 flag=1 multi=46.7623 len=76380	0.00317	0.47210	0.00001	0.00124	3456	10
k127_2760440 flag=0 multi=124.0654 len=9564	0.00317	0.43575	0.00001	0.00100	3455	11
k127_796762 flag=0 multi=36.0000 len=38935	0.00317	0.45971	0.00001	0.00190	3452	15
k127_4848696 flag=0 multi=83.1014 len=14931	0.00317	0.45760	0.00001	0.00157	3448	13
k127_1597925 flag=1 multi=137.1584 len=4672	0.00316	0.44559	0.00020	0.02463	3443	213
k127_2547587 flag=1 multi=71.9102 len=13699	0.00316	0.42929	0.00007	0.00729	3443	75
k127_1989103 flag=0 multi=160.1290 len=15084	0.00316	0.43806	0.00006	0.00672	3443	66
k127_5491937 flag=0 multi=45.4702 len=54577	0.00315	0.43530	0.00010	0.01124	3434	109
k127_4333664 flag=0 multi=86.7917 len=15405	0.00315	0.45115	0.00001	0.00068	3433	7
k127_77491 flag=0 multi=115.0921 len=15235	0.00315	0.44409	0.00001	0.00045	3429	6
k127_4714957 flag=0 multi=32.5841 len=2880	0.00315	0.45273	0.00001	0.00038	3427	6
k127_160625 flag=1 multi=42.7611 len=48393	0.00314	0.47249	0.00002	0.00350	3416	27
k127_111384 flag=0 multi=148.3629 len=6760	0.00314	0.44544	0.00001	0.00172	3415	16
k127_4884722 flag=0 multi=116.1247 len=7826	0.00313	0.44614	0.00004	0.00550	3411	49
k127_1528833 flag=1 multi=94.2482 len=14983	0.00313	0.43401	0.00004	0.00487	3405	42
k127_1667371 flag=0 multi=72.1566 len=25198	0.00312	0.44080	0.00001	0.00068	3398	6
k127_652419 flag=0 multi=145.2601 len=11515	0.00312	0.45517	0.00002	0.00248	3397	24
k127_3701159 flag=0 multi=113.6390 len=13643	0.00311	0.43591	0.00003	0.00417	3390	37
k127_3467870 flag=1 multi=45.2914 len=51138	0.00311	0.43711	0.00003	0.00342	3390	36
k127_2565075 flag=0 multi=84.9207 len=12843	0.00311	0.45597	0.00001	0.00182	3384	14
k127_249855 flag=0 multi=108.0773 len=12974	0.00310	0.43193	0.00007	0.00923	3377	81
k127_4185340 flag=1 multi=31.6477 len=199865	0.00309	0.41254	0.00044	0.05356	3368	483
k127_151780 flag=0 multi=49.9569 len=16008	0.00308	0.43508	0.00004	0.00433	3356	42
k127_3769010 flag=0 multi=44.8838 len=35878	0.00308	0.44790	0.00003	0.00374	3354	34
k127_4749060 flag=0 multi=92.1702 len=13697	0.00307	0.42369	0.00003	0.00347	3349	31
k127_3954084 flag=1 multi=44.7345 len=42322	0.00307	0.46236	0.00002	0.00267	3349	21
k127_3765801 flag=0 multi=77.9373 len=13736	0.00307	0.44713	0.00002	0.00208	3342	19
k127_486918 flag=1 multi=155.8550 len=6756	0.00306	0.42291	0.00006	0.00758	3338	68
k127_228380 flag=0 multi=185.0746 len=9555	0.00306	0.42828	0.00003	0.00257	3337	33
k127_4011310 flag=1 multi=31.9940 len=52024	0.00306	0.45814	0.00001	0.00091	3336	7
k127_1645247 flag=0 multi=110.2951 len=9486	0.00306	0.42220	0.00002	0.00187	3330	23
k127_3646903 flag=0 multi=67.9217 len=24631	0.00306	0.43276	0.00009	0.01052	3329	94
k127_2651138 flag=0 multi=118.0000 len=11007	0.00306	0.42442	0.00003	0.00377	3329	36
k127_1678977 flag=1 multi=57.0000 len=15132	0.00305	0.42590	0.00060	0.07735	3321	655
k127_4614972 flag=1 multi=55.5639 len=34438	0.00305	0.43901	0.00008	0.01133	3318	91
k127_663563 flag=0 multi=37.0242 len=69851	0.00305	0.44388	0.00001	0.00058	3317	7
k127_742186 flag=0 multi=80.7191 len=14490	0.00304	0.41896	0.00001	0.00108	3316	12
k127_1006674 flag=0 multi=29.9996 len=52534	0.00303	0.43644	0.00000	0.00000	3304	0
k127_3355478 flag=1 multi=33.0001 len=31016	0.00303	0.43353	0.00001	0.00088	3297	11
k127_2580743 flag=0 multi=190.9073 len=8491	0.00303	0.43335	0.00000	0.00022	3297	2
k127_2571853 flag=0 multi=118.7721 len=16545	0.00302	0.42152	0.00003	0.00345	3294	32
k127_3839857 flag=0 multi=115.0189 len=13146	0.00302	0.42173	0.00001	0.00082	3292	8
k127_4430477 flag=0 multi=86.2411 len=12588	0.00302	0.44199	0.00000	0.00010	3287	1
k127_5086943 flag=0 multi=45.0000 len=31375	0.00301	0.43659	0.00001	0.00081	3284	9
k127_4796679 flag=0 multi=51.6771 len=32030	0.00301	0.42868	0.00001	0.00109	3283	10
k127_2076542 flag=0 multi=89.9601 len=12407	0.00301	0.41207	0.00013	0.01698	3282	144
k127_1957423 flag=1 multi=96.9197 len=10163	0.00301	0.41503	0.00002	0.00271	3274	23
k127_560363 flag=1 multi=38.6004 len=32646	0.00300	0.42993	0.00003	0.00335	3272	30
k127_1195392 flag=0 multi=105.2219 len=31885	0.00300	0.42346	0.00014	0.01829	3271	157
k127_703151 flag=1 multi=46.0000 len=51565	0.00300	0.41559	0.00017	0.02176	3264	186
k127_580656 flag=0 multi=241.9939 len=18803	0.00300	0.42337	0.00005	0.00606	3263	50
k127_448449 flag=1 multi=72.2543 len=37769	0.00299	0.42296	0.00004	0.00355	3262	41
k127_3517625 flag=0 multi=110.1994 len=8042	0.00299	0.41379	0.00002	0.00239	3261	25
k127_321403 flag=1 multi=38.0000 len=2986	0.00299	0.41190	0.00000	0.00000	3257	0
k127_5727530 flag=0 multi=109.7717 len=16293	0.00299	0.42024	0.00000	0.00035	3253	3
k127_701507 flag=1 multi=27.2013 len=36416	0.00298	0.43098	0.00001	0.00092	3250	10
k127_1528125 flag=0 multi=75.1495 len=12870	0.00298	0.41589	0.00001	0.00119	3247	11
k127_2838465 flag=0 multi=79.4985 len=12124	0.00298	0.40575	0.00004	0.00520	3246	43
k127_1790679 flag=0 multi=75.0000 len=12433	0.00297	0.43660	0.00000	0.00000	3240	0
k127_587786 flag=0 multi=80.9870 len=33043	0.00297	0.41772	0.00006	0.00705	3237	66
k127_2328639 flag=0 multi=121.3206 len=6188	0.00297	0.42701	0.00015	0.02143	3234	167
k127_680896 flag=0 multi=94.6871 len=11813	0.00297	0.40477	0.00001	0.00045	3230	6
k127_5625561 flag=0 multi=33.0000 len=48451	0.00296	0.44193	0.00000	0.00053	3225	4
k127_3933040 flag=0 multi=107.1092 len=13469	0.00295	0.41233	0.00003	0.00358	3214	37
k127_2714024 flag=1 multi=81.0000 len=11041	0.00295	0.40861	0.00007	0.00833	3213	81
k127_1880971 flag=0 multi=48.7731 len=39645	0.00295	0.42359	0.00005	0.00581	3212	59
k127_318551 flag=0 multi=187.1469 len=5179	0.00295	0.41512	0.00003	0.00320	3208	29
k127_1661104 flag=1 multi=99.6260 len=12889	0.00294	0.41588	0.00003	0.00369	3201	36
k127_2205131 flag=0 multi=62.0830 len=36613	0.00293	0.41272	0.00007	0.00882	3195	80
k127_1840509 flag=0 multi=55.1579 len=23975	0.00292	0.40852	0.00001	0.00099	3183	16
k127_1602323 flag=0 multi=78.2460 len=17331	0.00292	0.40450	0.00001	0.00145	3183	14
k127_1407915 flag=0 multi=60.6854 len=37404	0.00291	0.41913	0.00002	0.00180	3175	18
k127_486796 flag=0 multi=90.4848 len=17399	0.00291	0.40767	0.00000	0.00015	3175	1
k127_1682835 flag=0 multi=150.6892 len=8164	0.00291	0.40628	0.00002	0.00227	3174	26
k127_3160908 flag=0 multi=98.5335 len=10504	0.00291	0.40798	0.00000	0.00036	3167	4
k127_3268061 flag=0 multi=128.1900 len=15434	0.00290	0.40689	0.00003	0.00373	3161	34
k127_2667868 flag=0 multi=34.1217 len=116856	0.00290	0.39917	0.00008	0.00770	3160	84
k127_2314107 flag=1 multi=67.2123 len=29955	0.00290	0.40649	0.00005	0.00607	3158	58
k127_81548 flag=0 multi=72.8599 len=21565	0.00290	0.41362	0.00001	0.00096	3154	15
k127_1289594 flag=0 multi=189.6895 len=8684	0.00289	0.40456	0.00003	0.00385	3152	36
k127_3381519 flag=1 multi=46.0000 len=34412	0.00289	0.41013	0.00001	0.00083	3145	8
k127_4464361 flag=0 multi=56.2718 len=35192	0.00289	0.41560	0.00002	0.00199	3144	18
k127_3010430 flag=0 multi=108.7571 len=14024	0.00288	0.39633	0.00002	0.00192	3133	18
k127_3429457 flag=0 multi=89.9090 len=9905	0.00288	0.42192	0.00003	0.00372	3132	31
k127_239061 flag=0 multi=111.4313 len=6558	0.00287	0.40643	0.00015	0.02200	3129	160
k127_3450207 flag=0 multi=49.9999 len=49242	0.00287	0.40376	0.00016	0.01901	3126	177
k127_3178522 flag=1 multi=101.3973 len=11630	0.00287	0.40893	0.00007	0.00863	3125	71
k127_2904967 flag=1 multi=82.9126 len=37870	0.00286	0.39693	0.00009	0.00962	3116	95
k127_317066 flag=0 multi=94.5489 len=30218	0.00285	0.39269	0.00003	0.00319	3101	30
k127_505654 flag=0 multi=38.3472 len=32069	0.00285	0.40869	0.00001	0.00109	3101	11
k127_2198482 flag=0 multi=36.3387 len=29007	0.00284	0.41053	0.00001	0.00170	3089	14
k127_1807486 flag=0 multi=103.0867 len=7380	0.00283	0.39359	0.00036	0.04874	3088	393
k127_2647396 flag=1 multi=314.6779 len=12373	0.00283	0.39711	0.00009	0.01105	3086	94
k127_2956635 flag=0 multi=48.5245 len=52478	0.00283	0.42366	0.00000	0.00059	3086	5
k127_3376784 flag=1 multi=51.4616 len=33213	0.00283	0.40920	0.00001	0.00192	3083	16
k127_5914350 flag=1 multi=40.0704 len=43883	0.00283	0.42470	0.00003	0.00522	3080	38
k127_1281206 flag=0 multi=91.3953 len=19103	0.00283	0.39910	0.00014	0.01858	3079	152
k127_1796228 flag=0 multi=86.7633 len=22664	0.00282	0.39190	0.00001	0.00082	3069	9
k127_4752996 flag=0 multi=31.9932 len=46475	0.00281	0.42249	0.00003	0.00430	3065	31
k127_855081 flag=0 multi=101.4649 len=9691	0.00281	0.38713	0.00008	0.01033	3063	91
k127_4846353 flag=0 multi=66.6701 len=21926	0.00281	0.39828	0.00001	0.00050	3059	9
k127_5326095 flag=0 multi=77.0237 len=10761	0.00281	0.39996	0.00007	0.00861	3057	80
k127_433161 flag=0 multi=68.5431 len=38903	0.00280	0.39554	0.00001	0.00137	3054	15
k127_216640 flag=0 multi=52.0944 len=33338	0.00280	0.39262	0.00005	0.00621	3052	57
k127_3809686 flag=0 multi=96.5368 len=38500	0.00280	0.39563	0.00001	0.00055	3050	9
k127_645783 flag=0 multi=59.3196 len=40134	0.00280	0.39816	0.00001	0.00071	3046	7
k127_4834661 flag=0 multi=116.5974 len=8203	0.00280	0.40551	0.00004	0.00529	3045	40
k127_1454390 flag=0 multi=83.2381 len=14298	0.00279	0.39885	0.00001	0.00081	3042	12
k127_233975 flag=0 multi=97.9363 len=15687	0.00279	0.39273	0.00002	0.00287	3039	27
k127_90793 flag=0 multi=127.9943 len=8791	0.00279	0.38520	0.00007	0.00883	3036	77
k127_1065935 flag=0 multi=170.7587 len=6485	0.00278	0.39370	0.00008	0.00948	3028	82
k127_2764494 flag=1 multi=383.0000 len=10422	0.00277	0.39362	0.00011	0.01438	3015	120
k127_2057221 flag=0 multi=176.0942 len=11472	0.00277	0.38786	0.00000	0.00047	3013	5
k127_693840 flag=0 multi=107.9309 len=11421	0.00276	0.38825	0.00003	0.00353	3007	32
k127_669919 flag=0 multi=111.8123 len=8325	0.00276	0.38187	0.00015	0.01882	3001	165
k127_3299833 flag=0 multi=78.2929 len=16315	0.00275	0.38431	0.00030	0.03845	2994	326
k127_1403465 flag=1 multi=132.0277 len=8652	0.00274	0.38649	0.00005	0.00582	2985	51
k127_3078428 flag=1 multi=46.0000 len=34365	0.00274	0.39460	0.00001	0.00084	2985	8
k127_3759566 flag=0 multi=112.0597 len=6295	0.00274	0.38264	0.00008	0.00976	2980	91
k127_2971801 flag=1 multi=88.2513 len=20790	0.00273	0.38336	0.00020	0.02623	2976	223
k127_421130 flag=0 multi=116.8310 len=12251	0.00273	0.37884	0.00005	0.00528	2976	57
k127_282802 flag=0 multi=48.3727 len=35724	0.00273	0.39597	0.00002	0.00268	2976	24
k127_636817 flag=0 multi=117.0883 len=16749	0.00273	0.38448	0.00003	0.00246	2975	32
k127_4914163 flag=1 multi=88.7637 len=33471	0.00273	0.38493	0.00010	0.01284	2972	105
k127_449232 flag=0 multi=99.2599 len=11302	0.00273	0.37371	0.00001	0.00066	2971	9
k127_1887392 flag=1 multi=20.3739 len=30754	0.00273	0.39654	0.00000	0.00035	2970	4
k127_4804448 flag=1 multi=47.7552 len=33846	0.00272	0.38091	0.00003	0.00382	2962	38
k127_3605807 flag=1 multi=66.5292 len=16088	0.00272	0.37561	0.00001	0.00144	2961	13
k127_2480166 flag=0 multi=30.0079 len=45245	0.00272	0.40697	0.00001	0.00225	2960	16
k127_3647497 flag=0 multi=72.4543 len=13326	0.00271	0.37469	0.00001	0.00109	2955	10
k127_1167110 flag=0 multi=26.3900 len=70961	0.00271	0.39414	0.00001	0.00172	2949	15
k127_5807288 flag=1 multi=40.0000 len=20537	0.00269	0.38494	0.00002	0.00298	2933	27
k127_3436425 flag=0 multi=59.1040 len=39412	0.00269	0.38461	0.00000	0.00018	2933	3
k127_2073549 flag=1 multi=33.5656 len=25700	0.00269	0.38929	0.00000	0.00000	2933	0
k127_1355597 flag=1 multi=63.6028 len=3370	0.00269	0.39456	0.00102	0.13923	2932	1107
k127_3140562 flag=0 multi=33.0026 len=26271	0.00269	0.38839	0.00004	0.00520	2932	40
k127_351986 flag=1 multi=79.1856 len=31769	0.00269	0.37369	0.00001	0.00136	2929	13
k127_3836344 flag=0 multi=69.6711 len=19368	0.00269	0.38107	0.00007	0.00825	2927	72
k127_3413315 flag=1 multi=46.0000 len=70171	0.00269	0.36583	0.00012	0.01300	2925	129
k127_1284989 flag=1 multi=128.9166 len=8882	0.00268	0.37642	0.00014	0.01669	2923	153
k127_305882 flag=0 multi=179.2867 len=9340	0.00268	0.37939	0.00000	0.00020	2920	3
k127_5266515 flag=0 multi=68.4617 len=14249	0.00268	0.39417	0.00004	0.00501	2918	39
k127_4513896 flag=0 multi=55.0000 len=49100	0.00268	0.38171	0.00006	0.00781	2916	70
k127_291900 flag=0 multi=82.5352 len=14629	0.00268	0.37902	0.00001	0.00080	2916	8
k127_1501189 flag=0 multi=105.9072 len=12418	0.00268	0.37534	0.00001	0.00104	2915	13
k127_1264915 flag=0 multi=55.6457 len=21651	0.00267	0.37470	0.00003	0.00365	2913	34
k127_4107883 flag=0 multi=120.1083 len=8483	0.00267	0.37877	0.00009	0.01337	2908	103
k127_1306328 flag=1 multi=83.0000 len=19031	0.00267	0.37697	0.00020	0.02669	2904	220
k127_171559 flag=1 multi=7.0000 len=1295	0.00267	0.38250	0.00071	0.10229	2903	776
k127_2148965 flag=0 multi=187.0079 len=3274	0.00266	0.37455	0.00011	0.01356	2900	116
k127_1918817 flag=1 multi=34.0000 len=60430	0.00266	0.37306	0.00031	0.04094	2895	336
k127_3170072 flag=1 multi=70.0156 len=29117	0.00266	0.37210	0.00003	0.00251	2894	29
k127_2009913 flag=0 multi=65.3006 len=20437	0.00266	0.37237	0.00001	0.00130	2892	13
k127_234141 flag=1 multi=134.9635 len=13653	0.00265	0.37018	0.00000	0.00065	2884	5
k127_2295696 flag=1 multi=69.9815 len=34304	0.00265	0.37368	0.00001	0.00109	2883	12
k127_2296187 flag=1 multi=46.0000 len=35665	0.00264	0.35233	0.00036	0.04305	2878	388
k127_641297 flag=1 multi=104.2048 len=14443	0.00264	0.36870	0.00002	0.00200	2878	18
k127_3339076 flag=0 multi=89.5298 len=14588	0.00264	0.37387	0.00002	0.00226	2874	22
k127_3927382 flag=0 multi=69.0001 len=11739	0.00264	0.38450	0.00000	0.00004	2874	1
k127_3813039 flag=0 multi=62.5612 len=30551	0.00263	0.38036	0.00004	0.00424	2870	40
k127_3597027 flag=1 multi=49.0740 len=35073	0.00263	0.36922	0.00004	0.00326	2865	40
k127_1103011 flag=0 multi=221.6963 len=7189	0.00261	0.37150	0.00000	0.00015	2847	3
k127_3562949 flag=0 multi=45.0000 len=39417	0.00261	0.37017	0.00020	0.02622	2844	218
k127_118835 flag=0 multi=134.1879 len=6189	0.00261	0.36954	0.00010	0.01349	2842	109
k127_5639719 flag=0 multi=39.0015 len=43079	0.00260	0.38975	0.00001	0.00138	2836	10
