#name	%unambiguousReads	unambiguousMB	%ambiguousReads	ambiguousMB	unambiguousReads	ambiguousReads
k127_2616002 flag=1 multi=19.0000 len=11217	0.00001	0.00189	0.00000	0.00008	19	1
k127_2484300 flag=0 multi=33.8075 len=14623	0.00001	0.00237	0.00000	0.00005	19	1
k127_1709633 flag=1 multi=139.5085 len=3000	0.00001	0.00218	0.00000	0.00012	19	1
k127_1624672 flag=0 multi=118.7547 len=3005	0.00001	0.00228	0.00000	0.00005	19	1
k127_145617 flag=0 multi=51.9930 len=5592	0.00001	0.00243	0.00000	0.00006	19	1
k127_1430747 flag=0 multi=105.8636 len=2876	0.00001	0.00267	0.00000	0.00015	19	1
k127_1315533 flag=1 multi=66.0000 len=3710	0.00001	0.00248	0.00000	0.00013	19	1
k127_1099914 flag=1 multi=29.0000 len=2898	0.00001	0.00232	0.00000	0.00004	19	1
k127_946234 flag=1 multi=10.0000 len=3129	0.00001	0.00238	0.00000	0.00000	19	0
k127_907093 flag=1 multi=71.0000 len=2430	0.00001	0.00216	0.00000	0.00000	19	0
k127_775748 flag=1 multi=17.0000 len=5560	0.00001	0.00228	0.00000	0.00000	19	0
k127_686993 flag=1 multi=18.0000 len=2833	0.00001	0.00251	0.00000	0.00000	19	0
k127_5892747 flag=1 multi=43.0000 len=1225	0.00001	0.00261	0.00000	0.00000	19	0
k127_5872299 flag=1 multi=56.0000 len=1272	0.00001	0.00223	0.00000	0.00000	19	0
k127_5839095 flag=1 multi=15.0000 len=5722	0.00001	0.00210	0.00000	0.00000	19	0
k127_5661678 flag=1 multi=35.0000 len=2039	0.00001	0.00264	0.00000	0.00000	19	0
k127_5638147 flag=1 multi=312.0000 len=1301	0.00001	0.00263	0.00000	0.00000	19	0
k127_5636930 flag=1 multi=51.0000 len=6723	0.00001	0.00190	0.00000	0.00000	19	0
k127_5503632 flag=1 multi=12.0000 len=1560	0.00001	0.00260	0.00000	0.00000	19	0
k127_5417298 flag=1 multi=91.0000 len=5083	0.00001	0.00245	0.00000	0.00000	19	0
k127_5415037 flag=1 multi=38.0000 len=2427	0.00001	0.00257	0.00000	0.00000	19	0
k127_530358 flag=1 multi=114.4930 len=8816	0.00001	0.00246	0.00000	0.00000	19	0
k127_5216793 flag=1 multi=77.5601 len=5028	0.00001	0.00236	0.00000	0.00000	19	0
k127_5149402 flag=1 multi=26.0000 len=2724	0.00001	0.00247	0.00000	0.00000	19	0
k127_4939065 flag=0 multi=91.6369 len=8448	0.00001	0.00244	0.00000	0.00000	19	0
k127_4894374 flag=1 multi=17.0000 len=1181	0.00001	0.00245	0.00000	0.00000	19	0
k127_4761345 flag=1 multi=17.0000 len=5651	0.00001	0.00228	0.00000	0.00000	19	0
k127_473548 flag=1 multi=10.0000 len=5263	0.00001	0.00262	0.00000	0.00000	19	0
k127_4708065 flag=1 multi=27.0000 len=7306	0.00001	0.00238	0.00000	0.00000	19	0
k127_4698330 flag=1 multi=49.0000 len=4216	0.00001	0.00233	0.00000	0.00000	19	0
k127_4527100 flag=1 multi=88.0000 len=3638	0.00001	0.00248	0.00000	0.00000	19	0
k127_439061 flag=0 multi=47.9965 len=12267	0.00001	0.00203	0.00000	0.00000	19	0
k127_4325299 flag=1 multi=25.0000 len=2205	0.00001	0.00256	0.00000	0.00000	19	0
k127_427842 flag=0 multi=116.7385 len=2942	0.00001	0.00260	0.00000	0.00000	19	0
k127_425801 flag=0 multi=52.9351 len=7908	0.00001	0.00253	0.00000	0.00000	19	0
k127_4251362 flag=1 multi=89.0000 len=2657	0.00001	0.00273	0.00000	0.00000	19	0
k127_4160315 flag=1 multi=94.6621 len=1518	0.00001	0.00243	0.00000	0.00000	19	0
k127_4130295 flag=1 multi=106.1030 len=1117	0.00001	0.00257	0.00000	0.00000	19	0
k127_4090800 flag=1 multi=27.0000 len=3243	0.00001	0.00262	0.00000	0.00000	19	0
k127_4029229 flag=1 multi=12.0000 len=4291	0.00001	0.00257	0.00000	0.00000	19	0
k127_3930193 flag=1 multi=45.0000 len=6581	0.00001	0.00250	0.00000	0.00000	19	0
k127_3877942 flag=1 multi=30.5028 len=19383	0.00001	0.00197	0.00000	0.00000	19	0
k127_386483 flag=1 multi=15.0000 len=1983	0.00001	0.00254	0.00000	0.00000	19	0
k127_3795884 flag=1 multi=16.0000 len=2541	0.00001	0.00252	0.00000	0.00000	19	0
k127_3785820 flag=1 multi=14.0000 len=1143	0.00001	0.00258	0.00000	0.00000	19	0
k127_363271 flag=1 multi=52.0000 len=1018	0.00001	0.00231	0.00000	0.00000	19	0
k127_3591684 flag=1 multi=58.4693 len=4161	0.00001	0.00215	0.00000	0.00000	19	0
k127_3586695 flag=1 multi=19.0000 len=1573	0.00001	0.00275	0.00000	0.00000	19	0
k127_3550032 flag=1 multi=114.0000 len=1993	0.00001	0.00242	0.00000	0.00000	19	0
k127_3418126 flag=0 multi=42.7537 len=6611	0.00001	0.00221	0.00000	0.00000	19	0
k127_3121578 flag=1 multi=80.0000 len=1920	0.00001	0.00251	0.00000	0.00000	19	0
k127_2983005 flag=1 multi=25.0000 len=2596	0.00001	0.00202	0.00000	0.00000	19	0
k127_2857381 flag=1 multi=73.0000 len=1622	0.00001	0.00243	0.00000	0.00000	19	0
k127_2762966 flag=1 multi=71.8598 len=13635	0.00001	0.00238	0.00000	0.00000	19	0
k127_271474 flag=1 multi=6.0000 len=1173	0.00001	0.00239	0.00000	0.00000	19	0
k127_2671392 flag=1 multi=85.1731 len=3391	0.00001	0.00241	0.00000	0.00000	19	0
k127_2671218 flag=1 multi=11.0000 len=4064	0.00001	0.00211	0.00000	0.00000	19	0
k127_264159 flag=1 multi=20.0000 len=3574	0.00001	0.00215	0.00000	0.00000	19	0
k127_2639514 flag=1 multi=22.0502 len=1064	0.00001	0.00259	0.00000	0.00000	19	0
k127_2568648 flag=0 multi=105.6080 len=1206	0.00001	0.00253	0.00000	0.00000	19	0
k127_255215 flag=1 multi=9.0000 len=3271	0.00001	0.00265	0.00000	0.00000	19	0
k127_2448607 flag=1 multi=28.4901 len=5459	0.00001	0.00211	0.00000	0.00000	19	0
k127_2389405 flag=1 multi=9.0000 len=3818	0.00001	0.00258	0.00000	0.00000	19	0
k127_2213185 flag=1 multi=30.6283 len=2871	0.00001	0.00256	0.00000	0.00000	19	0
k127_2141528 flag=1 multi=10.3815 len=5480	0.00001	0.00233	0.00000	0.00000	19	0
k127_2101211 flag=1 multi=97.0000 len=1463	0.00001	0.00242	0.00000	0.00000	19	0
k127_1973421 flag=1 multi=18.2001 len=4395	0.00001	0.00186	0.00000	0.00000	19	0
k127_193334 flag=1 multi=61.1242 len=4717	0.00001	0.00182	0.00000	0.00000	19	0
k127_1916869 flag=0 multi=87.3510 len=3646	0.00001	0.00219	0.00000	0.00000	19	0
k127_1544784 flag=1 multi=64.0000 len=2254	0.00001	0.00273	0.00000	0.00000	19	0
k127_1514377 flag=1 multi=67.6228 len=2953	0.00001	0.00220	0.00000	0.00000	19	0
k127_1461939 flag=0 multi=98.0000 len=7081	0.00001	0.00186	0.00000	0.00000	19	0
k127_1449884 flag=1 multi=21.0000 len=1218	0.00001	0.00240	0.00000	0.00000	19	0
k127_1386771 flag=1 multi=128.0000 len=1541	0.00001	0.00234	0.00000	0.00000	19	0
k127_1326421 flag=1 multi=42.0000 len=1097	0.00001	0.00237	0.00000	0.00000	19	0
k127_125113 flag=1 multi=25.0000 len=3062	0.00001	0.00246	0.00000	0.00000	19	0
k127_1231439 flag=1 multi=63.0000 len=2143	0.00001	0.00256	0.00000	0.00000	19	0
k127_1014174 flag=1 multi=29.4824 len=6023	0.00001	0.00255	0.00000	0.00000	19	0
k127_1010210 flag=0 multi=83.5257 len=3701	0.00001	0.00222	0.00000	0.00000	19	0
k127_1457089 flag=0 multi=117.4648 len=1659	0.00001	0.00213	0.00001	0.00148	18	15
k127_2106508 flag=1 multi=67.0000 len=2971	0.00001	0.00223	0.00001	0.00108	18	11
k127_2505939 flag=1 multi=73.0000 len=4676	0.00001	0.00243	0.00001	0.00124	18	10
k127_4655313 flag=1 multi=38.0000 len=5071	0.00001	0.00233	0.00001	0.00085	18	8
k127_2874901 flag=1 multi=36.8387 len=6413	0.00001	0.00232	0.00001	0.00073	18	8
k127_1368037 flag=1 multi=70.0954 len=8157	0.00001	0.00195	0.00001	0.00074	18	8
k127_4568295 flag=0 multi=132.3775 len=3271	0.00001	0.00237	0.00001	0.00092	18	7
k127_4082122 flag=1 multi=114.0000 len=4383	0.00001	0.00232	0.00001	0.00092	18	7
k127_3984561 flag=0 multi=55.9641 len=3526	0.00001	0.00256	0.00001	0.00080	18	7
k127_376108 flag=0 multi=63.0371 len=1124	0.00001	0.00236	0.00001	0.00068	18	7
k127_7492 flag=1 multi=30.0000 len=5897	0.00001	0.00224	0.00000	0.00067	18	6
k127_2846413 flag=1 multi=137.5485 len=11735	0.00001	0.00203	0.00000	0.00072	18	6
k127_1245701 flag=1 multi=66.1582 len=14624	0.00001	0.00205	0.00000	0.00047	18	6
k127_5616463 flag=0 multi=71.3844 len=2799	0.00001	0.00221	0.00000	0.00061	18	5
k127_5557992 flag=1 multi=48.0000 len=2988	0.00001	0.00204	0.00000	0.00033	18	5
k127_5091271 flag=0 multi=69.0000 len=3100	0.00001	0.00155	0.00000	0.00052	18	5
k127_4963462 flag=1 multi=40.0000 len=12681	0.00001	0.00227	0.00000	0.00062	18	5
k127_3658653 flag=1 multi=28.0000 len=2706	0.00001	0.00180	0.00000	0.00032	18	5
k127_3054732 flag=0 multi=112.3707 len=1967	0.00001	0.00243	0.00000	0.00071	18	5
k127_2758610 flag=1 multi=15.0000 len=6811	0.00001	0.00210	0.00000	0.00040	18	5
k127_2504967 flag=0 multi=66.0620 len=2176	0.00001	0.00201	0.00000	0.00062	18	5
k127_1195938 flag=0 multi=200.2656 len=6777	0.00001	0.00256	0.00000	0.00071	18	5
k127_2909800 flag=1 multi=13.0000 len=3513	0.00001	0.00190	0.00000	0.00039	18	4
k127_2297331 flag=0 multi=120.8271 len=5837	0.00001	0.00248	0.00000	0.00038	18	4
k127_1921818 flag=0 multi=67.5149 len=2512	0.00001	0.00223	0.00000	0.00030	18	4
k127_1865963 flag=1 multi=92.2074 len=5446	0.00001	0.00189	0.00000	0.00042	18	4
k127_1784287 flag=1 multi=29.0000 len=2586	0.00001	0.00203	0.00000	0.00034	18	4
k127_1336365 flag=1 multi=59.0439 len=3313	0.00001	0.00211	0.00000	0.00039	18	4
k127_1308509 flag=1 multi=22.0000 len=2820	0.00001	0.00243	0.00000	0.00059	18	4
k127_1026784 flag=1 multi=22.2840 len=2412	0.00001	0.00194	0.00000	0.00022	18	4
k127_1011407 flag=1 multi=103.8089 len=8312	0.00001	0.00192	0.00000	0.00042	18	4
k127_5180173 flag=1 multi=54.0000 len=5163	0.00001	0.00218	0.00000	0.00041	18	3
k127_5163532 flag=1 multi=92.0000 len=3529	0.00001	0.00175	0.00000	0.00025	18	3
k127_4900963 flag=1 multi=15.2974 len=1771	0.00001	0.00225	0.00000	0.00021	18	3
k127_4595957 flag=1 multi=29.0055 len=4509	0.00001	0.00239	0.00000	0.00040	18	3
k127_4096804 flag=1 multi=31.0000 len=5018	0.00001	0.00245	0.00000	0.00039	18	3
k127_338371 flag=0 multi=96.8670 len=5399	0.00001	0.00197	0.00000	0.00041	18	3
k127_3364885 flag=0 multi=41.9828 len=6981	0.00001	0.00203	0.00000	0.00031	18	3
k127_3323461 flag=0 multi=47.0127 len=4615	0.00001	0.00236	0.00000	0.00038	18	3
k127_2881866 flag=0 multi=38.4264 len=6635	0.00001	0.00211	0.00000	0.00038	18	3
k127_2191307 flag=0 multi=91.6543 len=2120	0.00001	0.00228	0.00000	0.00037	18	3
k127_2136802 flag=0 multi=124.5080 len=3375	0.00001	0.00237	0.00000	0.00036	18	3
k127_2089017 flag=0 multi=108.1749 len=2105	0.00001	0.00205	0.00000	0.00035	18	3
k127_2009913 flag=0 multi=65.3006 len=20437	0.00001	0.00183	0.00000	0.00018	18	3
k127_193322 flag=0 multi=121.7644 len=2152	0.00001	0.00237	0.00000	0.00037	18	3
k127_1653405 flag=1 multi=114.2677 len=2951	0.00001	0.00196	0.00000	0.00029	18	3
k127_1410552 flag=0 multi=103.0000 len=1297	0.00001	0.00237	0.00000	0.00030	18	3
k127_1306608 flag=0 multi=52.5172 len=18647	0.00001	0.00217	0.00000	0.00025	18	3
k127_1292139 flag=0 multi=81.3186 len=3950	0.00001	0.00199	0.00000	0.00042	18	3
k127_1098571 flag=1 multi=35.0000 len=27925	0.00001	0.00209	0.00000	0.00020	18	3
k127_5785522 flag=1 multi=44.0000 len=7741	0.00001	0.00213	0.00000	0.00027	18	2
k127_5504198 flag=0 multi=81.0548 len=36726	0.00001	0.00218	0.00000	0.00010	18	2
k127_5422282 flag=0 multi=55.0000 len=4749	0.00001	0.00244	0.00000	0.00023	18	2
k127_4929785 flag=1 multi=73.0000 len=3208	0.00001	0.00227	0.00000	0.00018	18	2
k127_491697 flag=1 multi=42.8992 len=5009	0.00001	0.00210	0.00000	0.00010	18	2
k127_4379479 flag=1 multi=116.4025 len=3911	0.00001	0.00213	0.00000	0.00021	18	2
k127_3750300 flag=0 multi=50.9925 len=6097	0.00001	0.00243	0.00000	0.00029	18	2
k127_3116458 flag=1 multi=104.0000 len=3730	0.00001	0.00222	0.00000	0.00020	18	2
k127_3065854 flag=1 multi=146.0000 len=2980	0.00001	0.00245	0.00000	0.00021	18	2
k127_3016530 flag=1 multi=54.0000 len=4971	0.00001	0.00221	0.00000	0.00014	18	2
k127_2940967 flag=1 multi=30.3706 len=11905	0.00001	0.00262	0.00000	0.00029	18	2
k127_2938500 flag=0 multi=110.7495 len=6166	0.00001	0.00238	0.00000	0.00023	18	2
k127_2715559 flag=0 multi=48.9896 len=11214	0.00001	0.00181	0.00000	0.00018	18	2
k127_2481403 flag=1 multi=35.0248 len=11894	0.00001	0.00170	0.00000	0.00015	18	2
k127_247827 flag=0 multi=85.9147 len=4618	0.00001	0.00231	0.00000	0.00029	18	2
k127_2062111 flag=1 multi=123.5801 len=5064	0.00001	0.00212	0.00000	0.00028	18	2
k127_1656305 flag=1 multi=106.7876 len=4232	0.00001	0.00235	0.00000	0.00023	18	2
k127_161792 flag=0 multi=58.8625 len=7649	0.00001	0.00226	0.00000	0.00023	18	2
k127_1262919 flag=0 multi=61.0565 len=9158	0.00001	0.00167	0.00000	0.00010	18	2
k127_1100329 flag=0 multi=93.6326 len=9374	0.00001	0.00236	0.00000	0.00023	18	2
k127_623462 flag=1 multi=29.6900 len=6510	0.00001	0.00197	0.00000	0.00004	18	1
k127_5927933 flag=0 multi=72.2154 len=7472	0.00001	0.00169	0.00000	0.00005	18	1
k127_5651020 flag=1 multi=17.0000 len=7837	0.00001	0.00245	0.00000	0.00015	18	1
k127_4842595 flag=0 multi=75.0000 len=8457	0.00001	0.00193	0.00000	0.00004	18	1
k127_4791008 flag=1 multi=63.1044 len=12136	0.00001	0.00220	0.00000	0.00006	18	1
k127_4718928 flag=1 multi=34.9007 len=20330	0.00001	0.00216	0.00000	0.00008	18	1
k127_4058823 flag=1 multi=43.0000 len=3009	0.00001	0.00203	0.00000	0.00004	18	1
k127_404329 flag=1 multi=26.0000 len=13883	0.00001	0.00186	0.00000	0.00013	18	1
k127_4037901 flag=1 multi=64.0000 len=1214	0.00001	0.00219	0.00000	0.00008	18	1
k127_3876973 flag=1 multi=52.0000 len=1885	0.00001	0.00188	0.00000	0.00006	18	1
k127_3727169 flag=1 multi=23.0000 len=6458	0.00001	0.00195	0.00000	0.00005	18	1
k127_3704272 flag=0 multi=33.0028 len=4020	0.00001	0.00238	0.00000	0.00005	18	1
k127_3625163 flag=0 multi=55.1741 len=1672	0.00001	0.00249	0.00000	0.00004	18	1
k127_3321505 flag=1 multi=71.0000 len=2809	0.00001	0.00222	0.00000	0.00014	18	1
k127_3287104 flag=1 multi=25.0000 len=1242	0.00001	0.00239	0.00000	0.00008	18	1
k127_3107919 flag=0 multi=60.4750 len=5594	0.00001	0.00228	0.00000	0.00015	18	1
k127_306542 flag=0 multi=65.0625 len=7180	0.00001	0.00231	0.00000	0.00015	18	1
k127_2829849 flag=1 multi=52.0000 len=6452	0.00001	0.00192	0.00000	0.00014	18	1
k127_252658 flag=1 multi=57.0000 len=2564	0.00001	0.00239	0.00000	0.00005	18	1
k127_2323398 flag=1 multi=20.0000 len=14037	0.00001	0.00237	0.00000	0.00008	18	1
k127_2128440 flag=1 multi=19.0000 len=8722	0.00001	0.00200	0.00000	0.00015	18	1
k127_207401 flag=1 multi=18.0000 len=1841	0.00001	0.00235	0.00000	0.00009	18	1
k127_2065739 flag=1 multi=25.0000 len=9984	0.00001	0.00216	0.00000	0.00004	18	1
k127_1987751 flag=1 multi=65.0000 len=3137	0.00001	0.00231	0.00000	0.00005	18	1
k127_1970765 flag=0 multi=53.0083 len=2528	0.00001	0.00252	0.00000	0.00007	18	1
k127_1566692 flag=0 multi=128.2254 len=1440	0.00001	0.00229	0.00000	0.00015	18	1
k127_1462061 flag=1 multi=27.0000 len=4462	0.00001	0.00248	0.00000	0.00013	18	1
k127_137805 flag=1 multi=16.0000 len=1265	0.00001	0.00243	0.00000	0.00011	18	1
k127_1240445 flag=0 multi=69.8043 len=11714	0.00001	0.00239	0.00000	0.00014	18	1
k127_1095639 flag=1 multi=22.0000 len=3596	0.00001	0.00172	0.00000	0.00009	18	1
k127_101498 flag=0 multi=77.7358 len=2754	0.00001	0.00246	0.00000	0.00012	18	1
k127_994615 flag=1 multi=18.0000 len=2885	0.00001	0.00226	0.00000	0.00000	18	0
k127_987819 flag=0 multi=37.9986 len=17824	0.00001	0.00185	0.00000	0.00000	18	0
k127_930006 flag=1 multi=70.5473 len=7553	0.00001	0.00243	0.00000	0.00000	18	0
k127_926677 flag=0 multi=42.0025 len=6033	0.00001	0.00241	0.00000	0.00000	18	0
k127_850935 flag=0 multi=121.3362 len=1507	0.00001	0.00244	0.00000	0.00000	18	0
k127_83967 flag=1 multi=17.0000 len=3042	0.00001	0.00256	0.00000	0.00000	18	0
k127_779995 flag=0 multi=130.9305 len=3046	0.00001	0.00235	0.00000	0.00000	18	0
k127_668827 flag=1 multi=20.0000 len=1214	0.00001	0.00230	0.00000	0.00000	18	0
k127_625335 flag=0 multi=78.3658 len=5187	0.00001	0.00254	0.00000	0.00000	18	0
k127_5937237 flag=1 multi=12.0000 len=4415	0.00001	0.00237	0.00000	0.00000	18	0
k127_5932862 flag=1 multi=248.0000 len=2970	0.00001	0.00239	0.00000	0.00000	18	0
k127_5928822 flag=1 multi=30.0000 len=1500	0.00001	0.00245	0.00000	0.00000	18	0
k127_5863781 flag=1 multi=111.0000 len=4668	0.00001	0.00177	0.00000	0.00000	18	0
k127_5840611 flag=1 multi=38.0000 len=5712	0.00001	0.00229	0.00000	0.00000	18	0
k127_5723317 flag=0 multi=38.4698 len=5193	0.00001	0.00218	0.00000	0.00000	18	0
k127_5707734 flag=1 multi=24.0000 len=2757	0.00001	0.00238	0.00000	0.00000	18	0
k127_5692647 flag=1 multi=8.0000 len=2920	0.00001	0.00250	0.00000	0.00000	18	0
k127_566892 flag=0 multi=122.2783 len=1223	0.00001	0.00232	0.00000	0.00000	18	0
k127_5653186 flag=1 multi=16.0000 len=1135	0.00001	0.00223	0.00000	0.00000	18	0
k127_5546058 flag=0 multi=63.6630 len=16159	0.00001	0.00241	0.00000	0.00000	18	0
k127_5295102 flag=1 multi=14.0000 len=2715	0.00001	0.00236	0.00000	0.00000	18	0
k127_5263009 flag=1 multi=97.0000 len=4388	0.00001	0.00230	0.00000	0.00000	18	0
k127_517446 flag=1 multi=13.0000 len=4532	0.00001	0.00250	0.00000	0.00000	18	0
k127_5147358 flag=1 multi=19.0000 len=3196	0.00001	0.00250	0.00000	0.00000	18	0
k127_511630 flag=1 multi=40.0000 len=1496	0.00001	0.00242	0.00000	0.00000	18	0
k127_4794381 flag=1 multi=13.0000 len=4680	0.00001	0.00222	0.00000	0.00000	18	0
k127_46873 flag=1 multi=31.0000 len=1403	0.00001	0.00255	0.00000	0.00000	18	0
k127_4665038 flag=1 multi=32.0000 len=1885	0.00001	0.00258	0.00000	0.00000	18	0
k127_4581357 flag=1 multi=129.0000 len=1121	0.00001	0.00240	0.00000	0.00000	18	0
k127_4186968 flag=1 multi=68.0000 len=2160	0.00001	0.00237	0.00000	0.00000	18	0
k127_416893 flag=0 multi=496.2886 len=4690	0.00001	0.00212	0.00000	0.00000	18	0
k127_4147053 flag=1 multi=36.6151 len=17652	0.00001	0.00187	0.00000	0.00000	18	0
k127_4044089 flag=1 multi=13.0000 len=2585	0.00001	0.00220	0.00000	0.00000	18	0
k127_4030533 flag=1 multi=28.0000 len=9269	0.00001	0.00194	0.00000	0.00000	18	0
k127_4003344 flag=1 multi=49.0018 len=8516	0.00001	0.00250	0.00000	0.00000	18	0
k127_3977086 flag=1 multi=16.0000 len=1972	0.00001	0.00242	0.00000	0.00000	18	0
k127_3906751 flag=1 multi=18.0000 len=1277	0.00001	0.00262	0.00000	0.00000	18	0
k127_3788435 flag=0 multi=156.5554 len=3613	0.00001	0.00242	0.00000	0.00000	18	0
k127_3786160 flag=1 multi=24.0000 len=1186	0.00001	0.00243	0.00000	0.00000	18	0
k127_3783467 flag=1 multi=57.0000 len=1288	0.00001	0.00210	0.00000	0.00000	18	0
k127_375335 flag=0 multi=85.6011 len=5078	0.00001	0.00241	0.00000	0.00000	18	0
k127_3560345 flag=0 multi=29.0000 len=5824	0.00001	0.00230	0.00000	0.00000	18	0
k127_3539764 flag=1 multi=90.0000 len=1360	0.00001	0.00246	0.00000	0.00000	18	0
k127_3461269 flag=1 multi=66.0000 len=1078	0.00001	0.00237	0.00000	0.00000	18	0
k127_3333375 flag=1 multi=37.0000 len=1142	0.00001	0.00245	0.00000	0.00000	18	0
k127_32767 flag=1 multi=53.6514 len=5503	0.00001	0.00223	0.00000	0.00000	18	0
k127_3113384 flag=1 multi=13.0000 len=2876	0.00001	0.00217	0.00000	0.00000	18	0
k127_3052486 flag=1 multi=128.0000 len=1253	0.00001	0.00262	0.00000	0.00000	18	0
k127_3048334 flag=1 multi=35.0000 len=1856	0.00001	0.00238	0.00000	0.00000	18	0
k127_3047578 flag=1 multi=104.0000 len=1571	0.00001	0.00233	0.00000	0.00000	18	0
k127_3032904 flag=1 multi=11.0000 len=2511	0.00001	0.00253	0.00000	0.00000	18	0
k127_3004880 flag=1 multi=25.0000 len=2097	0.00001	0.00234	0.00000	0.00000	18	0
k127_2913341 flag=1 multi=14.3570 len=7076	0.00001	0.00238	0.00000	0.00000	18	0
k127_2884383 flag=0 multi=125.0000 len=1954	0.00001	0.00210	0.00000	0.00000	18	0
k127_276904 flag=1 multi=73.0000 len=4045	0.00001	0.00229	0.00000	0.00000	18	0
k127_272798 flag=1 multi=28.0000 len=3789	0.00001	0.00223	0.00000	0.00000	18	0
k127_2626026 flag=1 multi=41.9644 len=11644	0.00001	0.00214	0.00000	0.00000	18	0
k127_2619390 flag=1 multi=76.0000 len=1265	0.00001	0.00224	0.00000	0.00000	18	0
k127_254670 flag=0 multi=121.5961 len=6688	0.00001	0.00198	0.00000	0.00000	18	0
k127_2424224 flag=1 multi=79.0000 len=2194	0.00001	0.00249	0.00000	0.00000	18	0
k127_2407857 flag=1 multi=14.0000 len=3546	0.00001	0.00245	0.00000	0.00000	18	0
k127_2383268 flag=1 multi=25.0000 len=1469	0.00001	0.00262	0.00000	0.00000	18	0
k127_2255539 flag=0 multi=172.2423 len=1262	0.00001	0.00236	0.00000	0.00000	18	0
k127_2224626 flag=1 multi=16.0000 len=1378	0.00001	0.00220	0.00000	0.00000	18	0
k127_2217451 flag=1 multi=129.0000 len=3015	0.00001	0.00203	0.00000	0.00000	18	0
k127_2168129 flag=1 multi=36.0000 len=1031	0.00001	0.00192	0.00000	0.00000	18	0
k127_2046549 flag=1 multi=49.0000 len=3445	0.00001	0.00246	0.00000	0.00000	18	0
k127_1974407 flag=0 multi=123.6347 len=1222	0.00001	0.00235	0.00000	0.00000	18	0
k127_1931887 flag=0 multi=90.5531 len=9320	0.00001	0.00218	0.00000	0.00000	18	0
k127_1897297 flag=1 multi=85.0000 len=3490	0.00001	0.00245	0.00000	0.00000	18	0
k127_1860406 flag=1 multi=63.0679 len=2588	0.00001	0.00219	0.00000	0.00000	18	0
k127_1817463 flag=1 multi=24.0000 len=5866	0.00001	0.00235	0.00000	0.00000	18	0
k127_179898 flag=1 multi=8.0000 len=2730	0.00001	0.00259	0.00000	0.00000	18	0
k127_1784696 flag=0 multi=126.1067 len=6687	0.00001	0.00184	0.00000	0.00000	18	0
k127_1731723 flag=1 multi=17.0000 len=1641	0.00001	0.00205	0.00000	0.00000	18	0
k127_1717489 flag=1 multi=9.0000 len=5697	0.00001	0.00238	0.00000	0.00000	18	0
k127_166322 flag=1 multi=15.0000 len=4215	0.00001	0.00163	0.00000	0.00000	18	0
k127_1622794 flag=1 multi=22.0000 len=3764	0.00001	0.00221	0.00000	0.00000	18	0
k127_1611279 flag=1 multi=19.0000 len=4199	0.00001	0.00244	0.00000	0.00000	18	0
k127_1486822 flag=1 multi=45.0000 len=4453	0.00001	0.00242	0.00000	0.00000	18	0
k127_1478250 flag=1 multi=74.0000 len=1074	0.00001	0.00243	0.00000	0.00000	18	0
k127_1437594 flag=1 multi=24.0000 len=2050	0.00001	0.00249	0.00000	0.00000	18	0
k127_1437235 flag=1 multi=34.0000 len=1341	0.00001	0.00254	0.00000	0.00000	18	0
k127_1431664 flag=1 multi=39.0000 len=4160	0.00001	0.00239	0.00000	0.00000	18	0
k127_1327238 flag=1 multi=12.0000 len=3559	0.00001	0.00204	0.00000	0.00000	18	0
k127_1195275 flag=1 multi=14.0000 len=2664	0.00001	0.00243	0.00000	0.00000	18	0
k127_1140865 flag=1 multi=25.0000 len=3974	0.00001	0.00222	0.00000	0.00000	18	0
k127_1102018 flag=1 multi=101.0000 len=1286	0.00001	0.00242	0.00000	0.00000	18	0
k127_1041569 flag=1 multi=30.0000 len=2479	0.00001	0.00242	0.00000	0.00000	18	0
k127_5933455 flag=1 multi=83.0000 len=2510	0.00001	0.00234	0.00001	0.00233	17	18
k127_277340 flag=1 multi=149.9981 len=1207	0.00001	0.00207	0.00001	0.00152	17	13
k127_558841 flag=0 multi=96.5092 len=3108	0.00001	0.00208	0.00001	0.00136	17	11
k127_428480 flag=1 multi=49.0000 len=1630	0.00001	0.00196	0.00001	0.00084	17	9
k127_717629 flag=0 multi=89.0000 len=2901	0.00001	0.00226	0.00001	0.00097	17	8
k127_170676 flag=0 multi=70.8976 len=3947	0.00001	0.00242	0.00001	0.00089	17	8
k127_945632 flag=0 multi=70.5839 len=4607	0.00001	0.00208	0.00001	0.00086	17	7
k127_903674 flag=1 multi=30.0000 len=2240	0.00001	0.00228	0.00001	0.00101	17	7
k127_2674109 flag=0 multi=86.9768 len=4821	0.00001	0.00243	0.00001	0.00103	17	7
k127_927609 flag=0 multi=95.0000 len=6179	0.00001	0.00197	0.00000	0.00065	17	6
k127_4054637 flag=1 multi=62.0000 len=2218	0.00001	0.00234	0.00000	0.00082	17	6
k127_358645 flag=1 multi=58.2043 len=22300	0.00001	0.00137	0.00000	0.00042	17	6
k127_356617 flag=0 multi=48.0130 len=8730	0.00001	0.00238	0.00000	0.00079	17	6
k127_2836597 flag=0 multi=74.0581 len=1315	0.00001	0.00232	0.00000	0.00076	17	6
k127_965874 flag=0 multi=88.9382 len=5874	0.00001	0.00203	0.00000	0.00048	17	5
k127_964493 flag=1 multi=18.7446 len=30199	0.00001	0.00182	0.00000	0.00042	17	5
